CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,salaire_ouvrier,salaire_employe,TP6020
78297,10.58,12.1,24.64,56.56,14.38,12.2799102671723,12.2782022555234,11.0
78299,11.61,15.12,63.22,33.83,13.59,12.4130085223851,12.4454776927175,9.0
78310,10.38,19.41,47.62,47.34,10.98,12.1827334896897,12.0194515410723,9.0
78311,8.74,13.18,45.84,29.54,12.7,12.6139135345766,13.0070932000058,8.0
78314,8.06,15.97,83.98,15.72,16.03,13.5788097069569,12.4406865790896,7.0
78321,6.04,11.51,81.37,13.05,12.82,13.1953565699211,13.0313540051404,5.0
78322,8.93,5.68,41.69,19.86,27.17,13.1311680358407,14.0758085050444,5.0
78327,10.67,16.63,80.69,18.78,14.46,13.3210815212135,13.266939064723,7.0
78335,17.36,25.2,49.35,47.04,16.93,12.5499427835294,11.5049988040164,20.0
78350,10.17,8.87,31.42,29.03,13.32,11.8209458409715,13.4872240017689,6.0
78354,13.92,22.72,77.38,24.07,15.38,13.3963203722508,12.6902204695211,7.0
78356,9.42,12.57,69.77,37.66,14.16,12.5702741684244,12.6674768702368,7.0
78358,7.64,7.89,28.11,34.85,12.34,12.5919197994097,13.6510498077811,6.0
78361,21.04,31.13,16.81,68.65,19.86,11.6494980073011,11.3644103556673,30.0
78362,17.18,24.31,41.25,54.76,15.25,12.4275329237092,11.9388359476999,21.0
78372,8.16,8.67,20.06,25.28,13.31,12.0717585532556,13.1794288147802,6.0
78380,10.2,15.93,75.9,23.17,16.74,12.304549890318,12.7851994163191,7.0
78382,7.67,14.05,69.39,27.06,13.6,13.1717951195819,13.408084135919,8.0
78383,9.6,12.65,45.23,29.04,12.98,12.6900634609254,12.5281272703199,8.0
78396,9.01,11.32,54.9,29.01,15.78,13.4126949076873,12.9099746617435,5.0
78397,7.43,8.48,77.03,15.9,12.98,12.8263031817665,13.3373032594212,5.0
78401,15.26,19.63,30.61,52.35,14.51,12.1759158493961,11.6473913545518,17.0
78402,8.62,14.67,80.08,18.87,14.02,13.6010394856542,13.0160183963366,6.0
78418,7.87,12.16,53.07,28.55,15.28,12.4350703230856,13.7220537172729,6.0
78423,7.51,7.59,30.12,36.38,15.44,12.2355895316095,12.8672398275157,7.0
78440,18.44,32.81,32.78,56.37,18.64,11.763464436664,11.2214432625627,25.0
78455,8.25,7.4,46.93,21.87,13.75,12.0487844364072,14.3041216646606,5.0
78466,7.81,8.06,88.0,18.94,14.91,13.9824825128235,13.9307698332724,6.0
78481,8.05,9.65,23.95,33.12,14.87,12.7282971893552,12.9646725404935,8.0
78486,7.61,13.32,70.67,22.38,13.53,12.8103019597592,12.864714214036,5.0
78490,10.69,15.83,38.36,40.76,13.85,11.896262624421,12.2221599060204,11.0
78498,13.06,18.45,17.82,55.41,13.53,11.9035254823774,12.2085499597775,14.0
78501,12.87,21.55,85.69,17.64,16.79,12.7463818947859,12.2242255586833,9.0
78502,11.25,11.78,11.97,46.35,12.83,10.7019218413025,12.0908005447675,13.0
78517,9.31,15.55,37.33,39.17,14.4,12.0577945361515,12.1792677466625,7.0
78531,14.46,17.71,71.09,29.14,14.57,13.407674951911,12.2559513591791,13.0
78537,7.46,13.78,78.47,19.27,13.7,13.1644347908189,14.2734552932601,5.0
78545,9.25,13.21,20.35,51.6,13.86,11.9293121171328,12.1368584422233,10.0
78551,10.07,8.41,20.52,47.31,15.04,11.601778495207,13.1648430511363,8.0
78575,8.56,8.65,76.41,20.62,14.24,12.4370721933249,13.3208551423037,5.0
78586,12.26,19.75,36.71,42.45,14.29,12.4872767192157,12.3838561663209,13.0
78621,16.38,28.42,17.57,71.09,17.24,11.5520100099665,11.2921798373096,25.0
78624,10.6,12.82,69.87,24.14,14.15,12.8669612943685,12.8234946594151,7.0
78638,10.35,12.93,75.61,21.03,14.16,13.2791789577573,12.9704075401806,8.0
78640,7.11,10.71,14.15,54.88,11.07,13.1695174302588,13.0735534005598,7.0
78642,10.99,11.73,40.84,36.23,14.43,13.0071449463612,12.5119452696441,8.0
78643,12.92,18.84,61.4,32.43,16.15,12.3844389177808,12.5135141810982,12.0
78644,15.78,23.48,23.6,68.25,17.93,11.6367609016485,11.374948732839,23.0
78646,8.16,7.7,11.51,44.94,15.25,11.9195385748721,13.0119334030906,7.0
78650,7.2,5.22,46.46,26.01,16.04,12.329916706164,14.8426827251659,5.0
78672,8.52,6.31,67.37,21.36,14.26,13.1137735359269,13.7773622808614,5.0
78674,6.98,11.37,67.43,23.85,14.02,12.522339172795,12.7923503138832,5.0
78686,6.34,7.68,33.82,27.99,13.95,12.7289356809707,13.729671712625,5.0
78688,6.26,5.31,63.01,25.45,14.76,13.6646343880261,13.5871711090544,5.0
79003,8.19,16.0,96.14,25.84,13.73,10.6803675829698,12.682432480107,7.0
79005,12.81,32.0,91.51,26.61,13.82,12.0242263866046,10.8372452099589,15.0
79013,11.65,27.5,96.02,20.05,14.41,11.1542760067534,10.9527824556585,16.0
79014,13.46,30.76,93.41,18.27,14.34,11.2645260857192,10.7443821036133,17.0
79048,9.21,17.98,96.93,21.56,13.77,11.6248741274711,12.6017288607964,5.0
79049,11.64,24.41,80.73,29.84,13.57,10.9435937993957,11.1940287801235,14.0
79061,10.73,21.73,93.32,27.5,13.57,11.5258511537647,11.8305811833346,9.0
79062,15.8,33.59,84.79,33.61,14.47,11.2523817283074,11.1284435554316,16.0
79079,7.59,22.88,94.62,18.81,12.5,11.4738741107999,10.7179376362511,8.0
79081,6.91,14.39,90.27,29.54,13.09,11.3819953010314,13.3721722254222,5.0
79083,15.89,30.7,90.12,28.98,15.85,11.536404069161,10.8181277995525,20.0
79101,14.14,31.5,91.74,27.15,13.21,11.3549330798903,11.4733649783423,10.0
79103,7.41,31.15,98.24,13.96,12.02,11.4214010389611,11.1044096259099,10.0
79123,6.42,25.5,97.46,14.23,12.52,11.3882168545686,10.7866481577846,10.0
79130,9.65,20.49,95.58,20.94,13.9,11.7206905086142,12.6513709248202,7.0
79170,12.17,23.35,92.2,27.06,13.17,11.7860038432033,11.84566632243,11.0
79174,12.5,29.64,85.77,33.03,16.38,11.1284440828938,11.3042492151677,13.0
79179,7.99,28.3,94.13,19.6,12.49,11.2318283069023,11.0939686190887,12.0
79185,5.94,16.94,99.19,16.08,11.45,12.0209050482526,12.5353777302133,6.0
79191,14.72,18.58,59.61,44.96,15.36,10.9065854488544,12.4457671662552,15.0
79195,9.17,31.67,92.99,27.88,13.82,11.3417080841888,10.9826409947457,14.0
79196,8.55,31.99,99.8,11.04,12.36,11.6011770380539,10.5778232919015,13.0
79202,17.3,31.49,68.94,39.99,14.83,10.7572154775836,10.8769169090659,17.0
79270,12.56,22.89,66.97,39.72,13.47,11.2087509789814,10.9379099078319,20.0
79299,9.49,31.01,94.15,18.16,13.61,11.9693910874014,11.0167587179351,11.0
79329,16.17,28.81,78.3,35.54,15.85,11.1111713393838,10.6305716813832,17.0
80001,23.69,30.58,54.29,57.33,19.26,10.9216489058108,10.6475346945235,24.0
80010,12.05,22.06,89.05,29.19,14.26,11.8765303345159,11.9509995301566,9.0
80011,14.38,32.3,92.13,21.02,14.67,12.6541679753524,11.0490059624265,10.0
80013,22.42,34.0,89.37,48.99,15.99,11.8752202696233,10.4592839989927,21.0
80016,21.49,28.61,72.75,46.25,17.29,12.6155181522013,10.5501514549822,20.0
80021,19.9,18.98,36.08,62.2,24.12,11.4503235975011,10.9011374790308,24.0
80131,9.04,16.02,81.8,28.37,13.66,12.4409597120987,11.4862292493899,7.0
80164,13.73,21.78,83.21,28.36,16.17,11.607082245173,11.0853203978335,10.0
80182,21.83,38.07,80.91,26.69,20.48,10.5202720545366,10.6068668202638,18.0
80186,19.74,27.28,84.63,42.67,16.43,12.228885455453,10.6878047084675,20.0
80212,15.67,31.21,81.27,37.65,18.46,12.6518239857029,11.1649955214852,14.0
80253,24.82,27.9,68.47,50.25,18.54,12.0727029752183,10.6931870481698,24.0
80308,15.45,32.12,86.79,33.94,13.71,11.2209044645558,11.0440991477392,13.0
80318,18.88,32.92,91.36,39.76,19.71,12.8625749965316,10.9658952062918,19.0
80360,17.56,38.02,89.23,33.54,15.63,11.3352395730669,11.2587457196281,16.0
80368,18.44,33.64,85.38,42.39,17.34,11.0126458428097,10.5919743362894,17.0
80373,22.24,37.29,79.27,42.26,16.29,11.4679841123329,11.0576759606301,23.0
80410,28.7,40.13,72.3,56.0,19.72,12.309467558332,11.2047550555848,29.0
80489,14.24,23.49,73.91,52.09,18.75,12.5680533365095,11.5225839836442,13.0
80533,22.49,35.97,63.17,42.17,16.98,12.247600176421,10.8318219450496,20.0
80561,20.09,34.05,73.03,45.59,16.17,11.8417118841391,10.7357891537247,21.0
80570,16.21,30.15,81.19,34.63,15.5,12.2238757826129,11.395337552074,15.0
80585,20.59,36.7,84.32,39.3,17.62,12.4677766280459,11.6233599966463,23.0
80620,25.41,36.27,61.12,50.11,18.98,11.641747796598,10.8887252068208,24.0
80630,13.57,36.73,86.13,40.58,18.72,11.4282199070015,11.5821255166398,17.0
80632,9.28,12.46,65.7,35.35,19.45,12.8013704225284,11.8133719954075,11.0
80674,14.48,19.49,81.7,25.83,15.4,12.6372458500122,11.8529609962367,11.0
80680,21.06,36.61,84.87,39.02,17.85,12.2855487942692,11.3610271304551,18.0
80685,20.94,34.12,69.75,53.14,16.54,12.1447331694127,11.0845340567436,24.0
80688,16.08,30.74,88.26,35.31,16.89,11.3570150106807,10.744672700511,16.0
80721,17.55,33.58,84.62,24.93,17.35,12.2092220095575,11.2223632603276,14.0
80799,10.5,21.72,91.82,20.84,14.43,12.837480815954,11.5403027114088,7.0
81002,13.1,21.96,98.64,13.35,15.17,11.8936592469174,11.2450884476574,11.0
81004,18.53,19.05,51.61,46.08,20.01,10.5840945648827,11.0092335549521,19.0
81018,11.37,17.21,88.56,23.2,14.52,11.6933760782758,11.5404962978826,9.0
81021,18.03,32.58,82.1,30.03,18.19,11.1841836766893,10.8526386376887,25.0
81033,18.67,29.68,74.56,35.57,16.76,10.0152531441776,10.8759386997403,19.0
81042,12.14,16.08,91.74,15.69,13.8,12.1364296646254,11.2218654709549,12.0
81048,14.05,24.71,85.64,21.56,16.55,11.1850459748582,10.9964368302554,14.0
81060,18.81,28.53,66.65,37.0,17.08,10.6275629120915,10.7565611318628,20.0
81065,17.21,22.18,63.01,38.01,16.92,11.1258066202264,11.0185664961841,20.0
81070,10.22,15.27,95.03,18.51,12.52,12.8668898624436,11.4980490526193,9.0
81099,15.75,22.05,70.27,37.6,16.13,11.2974444487404,10.9560187727202,18.0
81105,18.67,31.36,78.61,34.51,17.2,11.5097255188462,10.8378020636662,23.0
81120,11.16,21.57,85.77,25.04,12.9,11.9403311375105,10.7996208492536,13.0
81124,8.94,36.78,79.19,27.07,13.96,12.099681712245,11.0441020586926,13.0
81140,11.96,21.83,71.76,35.0,14.42,11.1734663861976,11.2496343081093,13.0
81144,9.65,16.62,93.65,23.95,12.96,11.2540245944514,10.9624358884812,9.0
81145,13.46,21.0,85.58,27.13,15.1,11.8052721644345,11.0655083214531,12.0
81156,11.85,16.05,91.55,25.32,12.94,11.7506279184485,11.2678973077982,10.0
81163,22.29,26.09,65.7,33.63,15.78,11.3557948819108,10.6990029414345,23.0
81204,11.88,22.63,97.59,14.67,14.06,12.2457534912198,10.9484820375724,9.0
81209,8.76,19.02,92.62,13.55,14.79,12.0584508671593,11.1812569030631,12.0
81219,12.37,22.85,85.3,26.3,13.26,12.1163581729695,10.9037072085207,15.0
81220,11.48,17.29,85.47,26.15,11.82,12.2911722767636,11.5758145663625,12.0
81222,12.31,26.28,78.64,34.2,13.65,11.2113421235996,10.7507564165846,15.0
81227,12.69,30.66,86.65,20.35,15.0,11.7728671629952,10.374401594552,11.0
81244,18.67,25.42,88.5,39.02,18.61,11.2308347005692,10.3342918658524,22.0
81257,14.02,19.76,71.47,37.94,14.11,11.3783047154049,10.8203479248799,16.0
81271,8.15,14.87,82.62,24.27,14.03,12.6770303881804,11.9376331837663,8.0
81273,11.15,19.79,95.74,16.96,15.03,12.1838595169562,11.3208689926327,8.0
81281,11.35,19.38,97.17,15.09,14.69,11.9715972081715,11.1033224180365,10.0
81288,12.19,21.16,84.12,25.15,13.92,11.7002459802713,10.9363828696511,15.0
81289,16.51,25.64,84.13,28.2,16.39,10.1395319764994,11.1454703306549,13.0
82002,12.12,22.48,87.58,27.9,15.2,11.7970415998031,11.000511385654,15.0
82013,14.36,27.51,82.6,27.96,15.98,11.5470026324458,11.1742965214954,20.0
82025,9.72,15.9,89.62,25.89,12.95,12.3708749353945,11.640624575394,9.0
82033,17.09,29.28,74.23,34.18,16.31,11.1714855857662,10.7787884844338,21.0
82037,18.74,26.39,68.22,43.36,15.69,11.2406482526312,10.7558451086517,20.0
82075,14.01,21.82,78.06,31.38,12.73,11.9868071691501,11.2949867751204,10.0
82079,13.7,23.71,85.35,31.97,14.62,12.2005444942502,11.1765321284518,16.0
82087,10.28,21.71,84.5,22.43,14.32,11.3933091700459,10.8545099949097,16.0
82096,15.74,23.32,86.44,24.24,15.24,11.7798025061955,9.11009812675615,14.0
82112,20.81,31.13,73.8,35.72,15.91,11.086885633239,10.9276420534688,26.0
82121,15.15,20.46,57.0,40.78,17.9,11.1420887893025,11.1013541326156,18.0
82124,9.5,17.8,84.25,21.6,14.85,11.7129086065568,11.356501960048,10.0
82125,13.23,19.92,85.91,28.0,13.39,11.8678984455002,11.3084952749715,12.0
82134,14.77,26.7,81.16,32.09,15.66,11.4580132901332,10.9431320336981,15.0
82161,11.32,19.42,91.81,23.98,16.11,11.3968704386296,11.2440608916541,10.0
82169,14.88,25.69,86.17,27.25,14.92,11.6375633116779,11.4873002280532,15.0
82179,16.13,29.5,84.9,26.18,16.25,11.813694471821,11.0891642963268,18.0
82186,18.42,32.44,71.19,45.11,18.12,11.2913147891268,10.9399247535489,21.0
82190,11.34,21.78,78.17,28.34,12.44,12.6147153114849,11.5954074249776,12.0
83001,8.76,12.72,89.39,14.63,11.78,13.6645203154286,12.145599041351,10.0
83004,15.79,19.41,66.78,32.06,15.2,11.9647008598878,11.4811382856256,16.0
83007,17.08,19.82,70.9,30.91,16.0,11.493060954936,10.9274850489995,23.0
83008,14.24,18.14,82.77,17.21,13.5,12.1476869976729,11.8088202529805,12.0
83009,15.94,17.9,40.52,32.91,14.0,12.3222414644844,11.6321619080733,12.0
83012,16.59,25.99,59.15,28.22,16.68,11.5522902053461,10.8086227065676,19.0
83016,10.39,13.72,65.82,29.16,13.92,12.2038766948027,11.3173288557376,11.0
83017,13.43,12.18,73.15,25.3,16.04,11.7806219124394,11.4869471424998,9.0
83018,16.33,16.07,84.35,18.45,17.58,12.4250093134366,11.4295207215523,14.0
83019,16.33,19.84,58.33,29.12,13.32,12.4186450307666,11.3637744550923,13.0
83021,13.06,15.3,84.26,19.86,15.33,12.4760341707169,11.7811589661506,15.0
83023,17.81,25.36,48.73,48.81,17.3,11.7245546596939,10.9278360900065,23.0
83027,9.93,10.53,85.35,23.09,15.43,12.7984607463907,12.1570534115459,10.0
83029,13.52,19.44,86.79,16.53,13.57,13.2027178611643,12.0043393595317,13.0
83031,14.29,20.74,78.65,30.97,15.37,11.9262170513535,11.7328367646201,13.0
83032,16.43,21.03,77.26,26.45,13.17,11.6930993522914,10.9483390164032,19.0
83033,14.85,19.66,78.8,21.43,16.86,12.2514656182992,11.5442001457967,15.0
83034,11.47,15.12,55.26,31.47,14.04,11.8156803430926,11.7070809772032,10.0
83035,11.99,16.19,82.35,20.51,15.34,12.2884081088088,11.6867013659938,13.0
83036,14.84,19.56,40.01,37.91,13.03,11.8488857813743,11.6475691546791,15.0
83042,17.86,21.84,41.61,41.88,14.64,12.216619256994,11.8391560966766,18.0
83046,18.51,16.68,75.73,27.01,14.31,11.0866369511408,11.3812570887523,21.0
83047,9.98,16.13,74.08,26.97,15.45,11.8853202300819,11.5209819336761,9.0
83048,15.55,17.89,45.49,36.42,13.25,12.5161743655133,12.2421604490395,17.0
83049,11.81,14.69,64.58,31.97,13.32,11.4867339738592,11.3117136621656,13.0
83050,16.05,17.2,41.96,45.87,17.7,11.4333721664438,11.0587012970788,19.0
83053,9.0,13.75,87.61,18.63,15.22,12.4737351090927,11.7200803096786,9.0
83054,9.7,16.28,61.43,28.74,20.46,11.9864268294558,11.7427767996787,8.0
83055,14.8,18.41,74.01,29.08,12.63,12.3988778890349,11.6583549438394,15.0
83056,12.99,15.4,90.17,23.71,15.22,12.0311353866665,11.5527306557329,13.0
83057,14.13,17.73,83.61,24.33,14.39,11.8060234712814,11.0738928182376,13.0
83058,13.92,16.42,74.88,23.21,14.44,11.3060269663452,11.3850846304928,14.0
83059,15.02,16.0,85.65,16.18,15.92,12.3265855876159,11.1251837076811,9.0
83061,14.74,21.57,30.19,41.0,14.84,11.7252127910519,11.3638397833015,18.0
83062,14.63,17.37,33.72,45.53,19.61,11.6047224088139,11.1640871190275,14.0
83064,13.8,15.5,89.89,16.15,17.55,11.5365138953953,11.7306645588942,9.0
83065,14.0,19.11,74.63,30.34,12.97,12.3578295620349,12.7629634022718,15.0
83067,13.56,20.22,74.46,31.83,18.64,11.6832407702814,11.1737588622335,18.0
83068,14.71,19.0,62.51,31.81,17.12,12.2837665415833,12.2395520777714,18.0
83069,14.5,17.25,31.88,43.03,15.17,11.3132232850568,11.2195343703558,16.0
83070,20.51,24.29,31.46,42.72,14.06,11.8802305752652,11.3376977224836,18.0
83071,13.87,19.61,60.28,31.57,15.71,11.6490141378099,11.0526361407842,12.0
83072,17.3,19.9,73.03,28.23,16.9,11.4831599657859,11.2439622652023,18.0
83073,19.76,23.93,62.37,43.24,16.69,11.877722031908,11.0397651610334,21.0
83077,13.87,13.22,82.8,18.86,16.22,12.2219360652405,11.6853070725816,13.0
83081,9.23,11.02,84.83,21.37,14.45,12.8609037394553,11.8371794824175,13.0
83085,15.92,16.94,81.06,23.98,14.89,11.8285915183841,11.3436208027875,13.0
83086,17.7,25.65,63.29,33.84,19.15,11.8519038961903,11.1709599733718,22.0
83087,10.65,13.9,84.31,17.71,14.71,13.498440290716,12.3073187226307,8.0
83088,8.65,11.98,87.29,18.7,15.03,12.5585680793282,11.5784528910109,10.0
83090,11.84,17.32,61.13,31.22,15.74,12.017057369348,11.2839105785692,12.0
83091,8.85,16.2,78.19,23.6,15.9,12.1476822794229,11.7028935905003,9.0
83092,11.88,17.11,79.52,25.46,15.32,11.7381106009313,11.1081400429241,15.0
83094,11.22,14.67,79.26,30.31,13.19,12.000778150288,11.6222312248353,18.0
83097,10.6,14.29,86.37,18.77,14.72,13.4747473767941,12.1025371303264,8.0
83098,10.03,16.35,46.51,37.76,15.36,11.3437067841848,11.2364197761458,9.0
83099,10.34,21.04,56.91,27.55,13.41,12.0780983158415,11.5478012738957,12.0
83100,11.56,20.1,79.17,25.74,14.92,12.1851376293138,11.6076524833965,11.0
83102,21.86,20.53,95.19,15.72,20.62,11.7710110195257,10.7834157963803,18.0
83103,7.59,12.38,85.75,14.91,16.16,12.5394140824758,12.008106265609,7.0
83104,11.69,17.09,87.77,17.57,14.92,12.5225998839157,11.2821417830795,13.0
83106,11.11,11.27,93.29,10.91,15.1,12.5069736249311,11.5329958040181,7.0
83107,12.37,13.78,71.71,25.83,13.38,12.0881756061448,11.6814002039726,11.0
83108,13.74,13.38,83.32,17.79,15.02,12.3474617944283,11.3748327167902,13.0
83111,13.73,16.41,86.4,17.3,13.25,11.2713771552222,11.4131598373281,10.0
83112,13.52,16.6,54.73,31.53,14.39,12.8051450997114,11.7460857484068,10.0
83113,14.91,17.57,92.48,21.57,13.82,11.5602850684932,11.7315317691977,14.0
83115,17.96,26.6,40.07,46.23,13.16,12.431057158423,11.7008318610669,15.0
83116,14.2,18.58,75.19,29.24,17.26,12.3208504597532,11.5379638111941,11.0
83118,14.28,17.23,37.48,32.21,13.58,11.8484514107608,11.5323481403795,13.0
83119,14.25,18.53,33.28,38.52,12.42,12.7799814953916,14.0945408845611,15.0
83120,11.23,15.05,64.71,28.23,15.29,12.6383595457256,11.6539209066759,9.0
83121,16.17,19.95,66.99,28.42,15.79,11.9596218957144,11.0889841640277,20.0
83123,13.37,17.03,47.95,31.06,13.59,11.7867758528976,11.6480856152273,11.0
83124,14.53,22.16,73.48,31.74,17.61,11.4500405603912,10.8732897187009,19.0
83125,11.76,14.14,84.63,19.65,17.21,12.8329943446196,12.2144124647389,9.0
83126,16.65,19.97,34.01,44.58,17.15,11.6253948474585,10.9763577512208,18.0
83127,14.82,17.17,79.33,29.04,13.82,12.499089394239,11.4867074915338,11.0
83129,13.15,17.55,51.02,33.01,14.58,11.9750566314647,11.3210446437877,11.0
83130,14.28,18.41,63.74,33.46,16.04,11.6773444198649,11.0889116985119,13.0
83131,9.59,13.64,84.89,17.2,14.85,12.182190845618,11.6181512488539,8.0
83132,10.45,10.93,81.96,18.96,15.08,11.7654785404709,11.6751915087024,8.0
83136,13.27,17.46,87.69,21.81,14.88,12.136360492319,11.4266383448633,15.0
83137,15.82,20.2,21.64,52.11,18.07,11.2911546635012,11.0290291888352,21.0
83138,12.82,16.32,82.51,25.5,13.64,12.1385078321424,11.09095439675,16.0
83140,15.28,19.55,79.92,22.91,17.54,12.6198433716648,11.506835216722,17.0
83141,13.74,15.37,71.47,25.58,14.63,11.8480692502027,11.5913413737661,11.0
83143,14.72,18.39,81.99,23.74,15.66,12.0205826596136,11.2196745352985,13.0
83144,11.27,15.32,30.69,36.59,14.4,11.8467228286469,11.2736664812196,11.0
83148,14.83,19.98,71.1,31.04,16.74,12.0309259344188,11.1296137113326,18.0
83150,11.08,18.75,81.41,31.3,15.5,12.3779671900024,11.1271482359688,11.0
83153,13.98,11.98,37.56,31.03,31.16,11.7537841381209,11.1228594495086,14.0
84001,10.56,18.46,77.23,29.91,13.46,12.3123385662385,11.6499074106346,9.0
84003,22.54,26.52,48.17,48.66,15.64,11.2992771897826,9.82935549983645,27.0
84004,13.39,19.17,84.84,32.04,14.19,11.9202675213314,11.3452154547464,15.0
84007,24.57,22.98,30.11,61.78,19.71,11.0921877921474,11.0613969992401,31.0
84012,12.08,20.15,82.51,35.7,12.57,11.4370925925488,11.0480794164468,18.0
84016,13.91,20.42,74.22,28.76,13.21,12.0495393589864,11.6802411904719,12.0
84017,15.18,18.52,88.71,23.63,13.9,12.1347506889263,11.0696931352222,18.0
84019,19.95,30.43,73.66,38.19,17.68,11.5946577616155,10.7192189211299,23.0
84026,14.09,19.76,77.0,30.43,13.91,11.7983147965328,11.1896002917769,15.0
84027,11.64,19.79,83.5,26.63,14.71,12.3679502539343,11.6163108674639,11.0
84029,12.93,20.99,89.96,28.98,15.18,12.1414767739336,11.1961460593075,10.0
84030,13.51,23.08,83.61,31.74,14.63,11.8188817808221,11.1539640236437,14.0
84031,20.85,28.42,51.45,52.13,16.86,11.2900327595082,11.0056216172099,28.0
84034,12.35,18.76,82.92,22.79,13.68,12.0105105975101,11.740389378363,13.0
84035,17.41,31.65,46.85,50.48,17.09,11.1644603074584,11.1984855608016,26.0
84037,11.05,23.43,70.27,39.57,11.71,12.2547020715214,11.835843648524,14.0
84038,10.39,18.95,88.69,24.12,13.38,12.0338718896628,11.9367887735426,9.0
84039,15.16,22.57,75.95,33.04,13.5,11.9348334059734,11.4039564139044,14.0
84043,12.35,18.12,70.05,33.08,13.39,12.2109287946258,11.453970595282,13.0
84047,15.02,22.49,92.11,22.32,15.0,12.0591763396825,10.1233459806182,11.0
84054,16.29,20.62,65.25,39.22,14.67,11.9277609783856,11.260951200981,16.0
84056,15.12,20.99,81.81,34.59,14.68,12.1832775021738,11.2213174789356,14.0
84064,15.96,23.6,79.23,30.15,15.7,11.6183880254902,10.9632304558586,16.0
84065,11.26,15.3,84.71,23.81,13.89,12.7324079559327,11.4772321373397,13.0
84067,11.01,16.42,91.47,20.1,13.75,12.459138218342,11.7740087823903,10.0
84069,13.36,21.29,77.28,27.9,13.4,11.7329198699026,10.9928447145328,19.0
84072,13.02,17.36,85.89,28.95,14.38,12.3083488079959,11.314550665787,12.0
84074,10.34,16.69,89.59,23.43,13.76,12.7298055425081,11.4134481967677,12.0
84078,14.76,22.81,77.18,26.04,15.17,12.3961697591158,11.0348806161396,16.0
84080,14.52,23.92,72.47,38.5,14.3,12.1052974455462,11.1887701486053,17.0
84081,12.44,17.93,77.39,27.54,14.19,11.8439101337039,11.5917020584908,12.0
84083,13.14,18.25,85.57,21.01,14.82,12.8532231303778,11.6992337461198,14.0
84087,17.15,23.8,52.4,46.14,16.81,11.547360596286,11.1585712402562,22.0
84088,10.74,19.34,81.49,29.16,14.63,11.7409668971166,11.5563691651486,13.0
84089,13.96,20.16,59.12,39.56,14.08,11.684255078492,11.3635301373673,14.0
84091,11.16,17.07,84.08,26.49,13.19,12.1500371587275,11.4011958302332,11.0
84092,17.26,23.32,59.26,40.02,18.86,11.5798914820435,11.384318544101,24.0
84099,13.77,20.44,86.98,30.61,13.37,11.5864958707687,11.1298410088759,11.0
84106,10.36,18.15,77.14,34.8,13.51,11.7620787364186,11.7365149765111,15.0
84118,10.42,16.85,92.21,18.34,12.68,11.7848453417996,10.436814800598,14.0
84119,10.37,18.63,83.71,23.02,14.99,12.2460798358614,11.6215122579525,11.0
84122,15.21,25.99,81.56,33.81,14.9,11.6980898014062,11.3084886878264,16.0
84127,11.21,13.81,91.56,22.5,12.41,12.0704592203038,12.305415935804,9.0
84129,17.82,25.93,60.2,38.47,17.6,12.1044266088713,11.313509686561,21.0
84132,11.11,17.52,78.3,29.28,13.83,11.9340269701672,11.6586780390787,11.0
84133,12.02,17.94,76.99,31.14,13.99,12.0385835914861,11.0753733243594,13.0
84137,15.26,24.46,64.46,41.18,13.41,11.1320486057585,11.0296561563568,21.0
84138,19.8,30.33,72.19,41.74,18.02,11.7795835650059,10.8085323452199,25.0
84141,13.05,15.87,78.4,32.47,14.59,11.8566492663378,11.7832125691474,12.0
84142,11.58,19.07,88.54,20.86,15.68,11.8066119476899,11.4506300877803,12.0
84147,9.28,14.7,84.56,21.94,13.92,12.5208613818714,11.4373888017903,8.0
85001,19.46,31.3,94.13,22.18,15.05,11.5329191405719,10.6446796905056,11.0
85003,7.84,17.05,91.83,21.83,12.15,11.6256623736527,11.2794546987578,6.0
85004,19.63,25.67,97.79,23.38,15.98,11.3609496654815,10.5119705047812,9.0
85008,9.07,14.58,98.11,18.18,12.97,11.9032526688298,11.3554978344597,7.0
85012,13.48,25.74,91.59,22.63,15.12,11.763819014003,10.300915698315,10.0
85016,8.41,18.97,97.67,16.18,12.52,11.6263582546732,11.1631908895175,9.0
85018,11.56,32.38,96.36,21.81,15.22,11.3784189188645,10.7884167224879,11.0
85019,6.84,13.28,95.14,20.9,12.83,12.0829986846913,11.6055894559024,5.0
85020,7.49,19.28,95.51,17.77,11.4,11.2510178233224,12.2380203477513,7.0
85029,8.99,36.47,98.75,15.89,16.47,11.4910808207957,10.7909903563898,12.0
85031,7.39,25.51,97.49,15.31,10.81,11.771624414263,11.1816002688187,7.0
85034,8.28,23.33,96.11,18.41,12.33,11.7982493523456,11.5352315193257,8.0
85035,13.59,20.31,95.1,20.31,14.09,11.7541188220263,10.9054997383069,7.0
85039,7.09,22.95,95.33,15.16,12.09,12.031181645252,11.6757815798364,6.0
85046,6.49,15.09,95.49,21.87,11.27,11.922300191829,11.3699396386977,8.0
85047,13.92,22.96,80.75,32.4,14.45,11.3602729769725,11.029741212332,10.0
85051,9.5,24.16,85.62,22.92,14.17,11.5770951017686,10.8187635551745,10.0
85059,13.49,29.74,83.19,29.16,15.62,11.2447193528719,11.6455002001763,15.0
85065,7.21,21.21,91.99,14.98,10.52,12.0038082949738,11.246727551883,8.0
