CODGEO,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,salaire_ouvrier,salaire_employe,TP6020
01004,14.77,19.36,42.45,52.76,14.99,11.7726660165518,11.2592092797497,17.0
01007,7.61,13.33,84.69,24.29,12.18,12.5202210094236,11.9170583504026,7.0
01014,13.98,32.39,65.78,34.89,16.51,11.8487870624107,12.1751413121253,10.0
01025,7.14,18.07,95.18,13.92,12.42,12.4002968146212,11.6637937398858,6.0
01031,14.99,31.01,35.29,58.31,17.4,11.759778160562,11.4745739349452,19.0
01032,8.57,15.1,72.87,44.83,12.8,12.42456287876,12.4243954942089,9.0
01033,15.37,24.82,40.01,48.28,14.0,11.8518044995766,11.2618235453948,16.0
01034,16.42,25.73,44.21,47.5,15.05,11.3928313345605,11.0201945498117,18.0
01043,6.72,11.57,80.54,19.69,13.4,13.1584963591651,12.7294503360809,5.0
01053,17.93,22.18,22.54,56.68,18.63,11.1938105631268,11.1660365478301,22.0
01071,8.8,9.27,53.08,35.71,12.28,13.9665898333505,12.041882138703,8.0
01072,8.58,15.37,78.69,26.09,13.12,12.282920313392,11.8299705320715,7.0
01074,9.29,21.76,67.72,30.62,10.96,12.2693807787922,11.79621954077,11.0
01093,10.69,28.81,54.25,40.95,12.83,12.5128384262175,11.408336912756,10.0
01109,9.75,13.31,67.7,27.9,11.23,12.4241428153164,11.1707060834965,10.0
01135,8.59,8.37,73.31,21.58,11.82,11.9016626842221,12.5435992609349,13.0
01138,12.74,25.89,56.81,39.37,14.1,12.9307555925012,11.3350044580095,12.0
01142,9.55,16.23,68.42,30.04,13.91,12.6840640957676,12.6645321550477,7.0
01143,11.07,11.83,35.39,37.72,11.35,12.2523649846059,11.9340870037053,8.0
01159,7.41,20.83,84.21,33.08,11.17,11.8816386326134,11.8206428857708,6.0
01160,13.58,13.65,9.38,59.64,14.07,11.2222179314594,10.9256253635105,23.0
01173,10.55,13.24,28.74,48.75,10.1,12.6218347242226,11.459275354774,10.0
01185,7.86,20.22,58.0,32.44,16.19,11.2078173938942,10.7674546315795,11.0
01192,10.41,21.93,70.71,45.86,12.4,12.3025216388384,11.9220394634803,9.0
01194,9.69,21.01,56.68,34.88,13.37,12.2126940808354,12.1053857333035,11.0
01199,11.04,20.81,77.17,25.3,12.19,12.3548505641298,11.4315060103333,11.0
01202,12.56,22.64,59.0,36.87,14.34,12.6754295042912,11.6176594329195,9.0
01224,10.81,20.21,76.26,23.63,12.97,12.6900971501234,11.9663400591237,8.0
01244,9.85,17.77,54.92,40.76,12.98,12.0388533230675,11.8105364478812,9.0
01249,8.91,17.55,49.07,36.0,13.72,12.3867771580238,12.3473289844219,9.0
01262,9.99,21.7,45.11,40.4,14.22,12.2039658640258,12.0563586100501,13.0
01265,14.0,33.9,45.57,51.27,15.24,12.1147148931818,11.5632775822942,16.0
01266,9.84,24.86,64.12,34.06,13.77,12.0226507226052,10.9456705842299,10.0
01269,14.81,29.32,21.75,59.07,15.35,11.4268606545751,11.4573028996624,28.0
01281,11.38,10.81,48.28,36.97,13.62,11.9423077934031,11.7945589843313,15.0
01283,17.45,37.37,28.06,60.71,16.88,11.3055307583158,11.3072271510651,27.0
01289,11.84,19.95,64.86,31.44,14.58,12.0843066317712,11.9562421629205,8.0
01304,10.3,19.53,70.29,29.44,12.91,12.3574761119452,11.7394894568211,13.0
01305,11.31,32.62,46.93,47.72,12.25,11.5261342028972,10.690837135492,15.0
01313,10.17,7.56,44.68,39.66,12.82,11.9722999163411,11.4645634522128,13.0
01320,7.79,17.89,89.55,22.07,11.92,12.030693203509,12.0101003769966,6.0
01322,6.23,16.46,87.82,19.87,14.32,12.7786925362299,12.8041930512386,5.0
01344,8.18,15.59,78.33,28.17,13.48,12.0313335632047,11.7047913252649,8.0
01348,8.21,23.46,81.19,23.49,13.7,12.6290974488098,11.6028793954676,9.0
01354,10.21,11.7,28.24,49.64,13.16,12.2442614722602,11.3160061530414,17.0
01376,12.61,24.33,45.65,35.06,14.55,12.40322758562,11.5767768084645,11.0
01384,15.3,26.82,53.86,38.85,14.21,12.0612773723781,11.054518735843,21.0
01419,8.83,8.86,58.56,30.33,12.31,13.1471075810537,11.4475905056811,13.0
01427,10.41,20.0,45.58,46.32,13.55,12.0060494675625,12.0230154002018,11.0
01435,10.16,10.2,76.27,31.15,12.89,13.199337218831,11.1790320332775,11.0
01443,8.46,21.08,56.97,32.27,13.03,11.636022448032,12.180588711932,7.0
01451,9.02,17.87,81.25,28.27,14.78,12.255657166581,12.0041156024313,8.0
01457,10.44,25.85,76.65,36.27,15.23,11.9389454428064,10.8238307909457,13.0
02018,16.94,24.15,82.74,30.28,16.42,11.7755078234525,11.0255559941677,15.0
02028,10.84,21.93,96.17,29.28,14.2,12.335202244603,11.2511189938835,11.0
02059,28.91,33.78,70.87,50.16,18.87,12.0872995771435,10.6922883136357,28.0
02064,18.58,33.71,65.65,43.11,15.87,11.7675337585226,11.0062977579002,17.0
02095,31.73,39.39,82.85,49.47,22.81,11.7292370117848,10.3815398833222,37.0
02110,17.09,31.5,72.17,35.37,14.19,12.0800470374077,11.3601050316875,21.0
02163,15.29,27.68,66.65,39.58,15.2,12.5662476894855,11.7608324598471,17.0
02168,22.63,31.57,37.43,58.66,17.31,11.5519520701075,11.2148754883172,24.0
02173,25.43,27.65,62.53,50.74,19.95,11.6133211398519,10.9717494130343,27.0
02243,17.26,27.0,69.96,39.11,17.64,12.3226855515677,11.0554195911568,16.0
02290,11.62,23.43,85.75,22.19,14.24,12.920548563157,11.6705033485278,9.0
02305,25.09,34.8,64.43,44.37,16.05,11.9579919918161,11.2764212230821,22.0
02334,20.47,31.52,77.76,35.97,20.01,12.2891161626092,10.7689616646837,20.0
02340,15.65,26.08,81.72,33.7,16.94,12.5759213934336,11.3302997457331,16.0
02360,9.84,20.52,86.64,25.66,13.05,12.6876897855892,11.6300369132494,9.0
02361,28.85,36.07,66.2,48.82,19.22,12.147289317802,10.274590998974,28.0
02381,30.46,33.89,70.24,50.46,20.73,11.3029252616211,10.9639884196652,33.0
02408,25.45,28.41,42.17,63.21,21.44,10.5749728614524,11.0431172469551,29.0
02468,29.7,32.92,79.08,45.06,17.44,12.096889469238,10.8359493337058,27.0
02555,14.49,28.23,76.93,23.86,14.94,13.2236803619696,12.0587913730359,14.0
02558,23.23,39.55,76.6,42.03,17.64,13.0291774368803,10.8247659526251,22.0
02684,21.18,34.54,87.19,32.11,20.4,10.7474857731317,10.943083513241,23.0
02691,24.48,29.52,51.37,55.83,19.8,11.3407415204353,10.9148862638678,27.0
02719,12.22,23.37,94.82,20.91,16.67,12.623015677047,11.198886022037,11.0
02722,26.3,31.41,32.34,64.9,18.6,11.3552379126641,11.0183985444682,28.0
02738,25.13,28.2,73.83,47.9,19.49,11.7706217266137,11.3185300480273,24.0
02758,15.54,29.58,79.79,35.34,14.02,11.9397218677882,11.1010639784922,14.0
02789,24.61,31.34,64.17,54.1,19.58,12.3558745674863,11.0129045847025,27.0
02805,19.11,22.65,61.47,41.4,18.24,11.9226987211946,11.1842320900502,22.0
02810,18.47,32.73,47.03,51.14,15.29,12.3495926997273,11.6574477084802,16.0
03001,10.36,16.22,92.74,16.32,12.83,12.5589304426693,11.5864516434462,11.0
03013,8.8,20.12,76.36,31.01,15.71,11.4958144734754,10.8889207090157,9.0
03023,14.89,22.46,71.48,30.94,14.21,12.1340340912627,11.5177732487879,15.0
03036,12.07,28.46,79.08,25.86,14.19,11.5134399072495,10.7547779046717,15.0
03082,18.18,30.64,66.07,35.6,17.52,12.3384571005376,10.9526493540317,18.0
03084,10.89,32.19,85.6,24.42,13.71,12.1888149864563,11.2915102459663,13.0
03094,8.74,16.24,96.14,15.68,14.8,13.2188065939357,11.4278627039808,7.0
03095,17.23,24.74,58.4,39.66,16.71,11.7449597343171,10.9434096206361,19.0
03098,12.98,22.35,86.33,24.79,15.53,12.0679236020908,11.1338283618895,12.0
03101,11.82,19.94,89.44,18.23,14.94,12.4561470689514,11.0594132793898,11.0
03102,14.93,36.44,78.9,33.59,15.74,12.1157138565689,10.8371101093208,14.0
03118,15.18,26.24,77.64,36.73,14.69,11.6354783535229,10.9125667714764,16.0
03128,9.64,17.72,94.08,17.93,14.92,12.6747295570768,10.9263218842811,10.0
03138,14.16,36.2,72.44,37.12,13.05,11.6135195974786,10.697673940628,17.0
03185,19.57,22.2,45.45,44.65,16.44,11.2199840884258,10.7373587045195,23.0
03190,18.38,24.02,30.53,57.96,17.35,10.8223019226098,10.702459786334,22.0
03195,10.84,18.59,87.14,18.4,15.86,12.3963007642793,11.1319340505683,12.0
03236,13.25,29.55,82.46,29.88,16.28,11.7573008366415,10.8935947791558,17.0
03254,16.19,31.8,73.56,36.64,15.63,12.880525674445,11.2069742770853,15.0
03264,12.1,27.52,78.94,27.4,15.14,12.6565245597887,11.0783189561785,14.0
03298,15.02,30.06,72.5,36.98,17.51,11.9183479204227,10.8059979541732,16.0
03310,22.37,23.89,25.2,51.68,17.79,11.3931511294572,10.88179872842,22.0
03321,11.79,23.11,78.89,28.82,17.28,11.7340134975908,11.2880748232621,10.0
04019,10.87,16.9,29.51,47.63,13.1,11.3252089425367,10.6856441025753,18.0
04049,18.13,22.3,68.12,37.78,16.0,12.5269522282232,11.3634643265046,16.0
04070,15.03,20.57,38.23,47.46,20.52,10.7728661416199,10.9042226188407,19.0
04088,18.55,19.42,60.98,40.09,15.9,10.9108125055204,11.1130872888815,19.0
04094,15.2,20.33,66.21,37.55,14.56,11.7204551007808,10.9104215043573,14.0
04112,17.08,20.12,44.02,48.42,15.7,11.6074054758954,10.9483935238636,21.0
04116,17.29,23.93,86.74,37.86,14.27,11.7713505912278,11.1840211723517,16.0
04143,14.54,23.03,76.57,35.81,13.87,11.6594979723583,11.7083702565558,12.0
04149,10.85,17.91,79.95,25.18,14.81,12.3462156467297,11.6075790559326,13.0
04152,9.71,11.08,91.11,20.45,13.82,11.9349967446531,11.1363193932178,8.0
04197,18.48,20.33,73.94,35.76,14.62,11.6365856220739,11.1301738422358,16.0
04209,15.99,21.56,48.01,47.06,15.3,12.1651334946189,10.7572224396796,19.0
04230,12.0,14.89,85.12,25.93,13.53,11.9443554792336,11.2632634091269,16.0
04242,11.16,15.6,91.37,27.74,13.51,12.116137360441,11.7432302217712,10.0
04245,14.19,18.52,77.08,31.84,14.42,12.1035941533947,11.3854153029277,10.0
05006,8.71,21.76,55.32,35.29,14.17,12.5198737868765,11.3258089346076,16.0
05017,9.96,12.31,77.95,33.2,13.88,11.9214339381767,10.7807558564942,8.0
05023,7.98,17.84,23.95,43.04,15.43,12.1544237981914,11.2318341219819,15.0
05040,10.92,18.8,62.67,33.7,14.57,11.8824292524704,11.2130440164318,11.0
05046,10.98,18.45,35.37,38.23,15.23,11.9228466344361,10.9842917639044,15.0
05061,12.93,15.77,35.37,44.21,15.5,11.2147362509764,10.9955553341329,14.0
05065,6.97,16.11,49.02,34.46,13.05,11.8854937909824,11.1338430372585,14.0
05070,15.35,24.79,51.39,41.49,15.77,11.0698227343839,10.798668276756,16.0
05132,7.67,11.77,71.09,24.73,14.87,12.106730890091,11.1034483926083,14.0
05179,13.46,20.1,57.04,35.54,16.14,12.0782450984544,10.8922170598635,17.0
06004,13.61,18.16,17.12,41.57,13.42,12.0023207603281,12.0195249379249,14.0
06007,8.51,12.57,82.46,16.58,11.91,12.2590009748516,12.2105084451081,8.0
06010,10.24,20.15,72.95,18.55,13.57,13.1883814561005,12.277454881284,11.0
06011,12.73,15.08,9.52,47.88,13.62,13.6555281718879,12.3171749552251,17.0
06012,9.22,28.36,7.82,52.94,14.43,13.3298221880631,11.1611677988267,20.0
06018,9.22,10.87,62.25,31.45,17.56,12.4765120412543,12.8397438025081,8.0
06027,12.34,18.61,24.63,36.25,12.79,12.184052107382,11.8229847346154,13.0
06029,17.58,23.71,9.26,51.78,15.5,11.6083075462645,11.890171252418,21.0
06030,14.38,20.57,15.13,37.65,14.52,12.0050872223081,11.9792108143254,17.0
06032,10.42,16.56,13.2,58.94,14.7,12.5861686541468,11.7842235418199,12.0
06033,13.59,20.32,42.74,36.17,15.18,12.6097745256905,11.8481525024514,13.0
06038,6.95,16.64,75.14,20.03,14.38,13.2003354056253,12.1622278510544,9.0
06044,10.9,14.01,74.73,21.94,13.65,12.8688452612623,12.4007739741822,10.0
06048,9.19,18.02,68.48,22.88,12.76,12.6159969042178,12.3636712683176,10.0
06054,14.83,24.22,53.16,29.96,16.55,12.917473939195,11.3476176664299,15.0
06057,9.82,19.18,45.69,29.33,16.05,12.9916809460137,12.0301093839885,13.0
06059,9.74,12.73,55.87,23.94,16.59,13.2812180013551,11.9346803328155,11.0
06064,8.95,16.67,82.85,21.7,14.23,12.5788664466147,12.0054885408905,8.0
06065,8.63,12.34,88.09,14.86,13.25,13.7343678100144,12.5707743006138,7.0
06069,14.58,20.54,35.81,40.04,15.29,12.3419251613897,11.9232207267558,15.0
06075,9.75,14.37,77.15,17.56,15.23,13.0586388560183,12.2783658824791,9.0
06079,13.92,17.39,19.92,39.19,11.67,12.4653575466903,11.9021406747423,13.0
06083,13.81,21.65,13.5,40.11,13.69,11.6175620118302,11.355636892,17.0
06084,10.32,15.54,54.57,34.75,11.91,11.9261441006285,12.3069310622368,9.0
06085,10.7,14.96,55.4,29.64,12.65,12.4194800009059,12.4903346341318,11.0
06088,15.01,18.59,7.43,48.33,17.53,11.8866254400313,11.6418786018978,21.0
06089,8.73,8.42,86.74,14.95,15.29,12.7413883128525,12.7885518909614,8.0
06090,11.12,16.46,59.35,28.52,12.03,12.4299289525028,12.0688399092105,9.0
06091,9.98,21.02,69.39,20.56,12.6,12.8155358076667,12.0927708597894,14.0
06095,10.29,15.53,69.53,23.13,12.58,12.9602810936844,11.7296535717558,9.0
06104,10.57,17.79,16.55,38.72,12.23,11.9620165231812,11.951645545626,14.0
06105,10.24,9.69,88.94,13.93,14.2,12.7973151531781,12.5557590442354,7.0
06108,10.28,16.19,75.55,26.67,12.31,11.6031654050519,12.7740397101326,7.0
06112,10.31,11.39,83.72,18.97,14.84,12.7755310142502,12.5332927786609,7.0
06114,9.0,19.89,32.29,45.99,17.19,12.42869402866,11.553018183523,16.0
06118,9.95,13.56,85.54,16.65,14.25,13.127792199226,12.4051878024113,11.0
06122,9.36,13.62,82.06,18.3,14.95,12.6861642709217,12.4134634646635,9.0
06123,11.41,18.19,17.97,40.6,12.3,12.647658398108,12.1784377175391,12.0
06126,8.83,18.08,53.6,37.36,12.32,12.7545245805998,12.0083143626374,9.0
06128,9.18,14.29,79.97,18.26,14.38,12.6603056688334,13.1259220767963,12.0
06130,11.19,14.13,78.17,26.19,13.22,12.9315392248532,11.7592915135057,9.0
06136,11.04,18.34,55.18,21.62,13.42,12.0557891379541,10.8940143001855,15.0
06140,9.61,12.41,91.37,12.85,14.98,13.1081448748786,12.39040186965,9.0
06147,9.57,18.35,75.01,23.01,15.04,12.5062846507514,12.0700025159665,8.0
06148,10.64,10.8,83.05,19.89,13.83,12.6706074493916,12.4691117407423,11.0
06149,10.0,22.09,39.03,31.96,14.25,12.6465180724092,11.8024833175566,13.0
06150,8.17,13.82,60.07,24.86,13.42,12.9875031156677,12.2111394885389,11.0
06152,10.45,11.32,46.94,35.13,20.31,11.9681048970022,12.4553445062767,10.0
06155,16.24,23.6,27.1,42.68,14.72,11.915504122165,11.7957370916538,18.0
06157,11.88,16.95,42.99,31.38,13.83,11.7531541964425,11.8016666916257,16.0
06159,9.24,16.9,25.9,32.42,11.76,12.9223310250432,12.4382491384272,14.0
06161,11.09,13.49,32.44,31.07,12.14,12.2747430070094,12.0595199703563,11.0
07010,20.15,26.3,35.51,47.09,18.6,12.1516241129178,10.9939498167962,22.0
07019,22.74,22.28,40.25,47.47,16.18,10.8367719204197,10.755232250673,24.0
07041,10.57,22.18,82.27,24.22,12.93,12.4597942665524,11.3712480183051,10.0
07042,18.42,26.2,56.94,35.54,16.82,11.8526722770443,10.7626942638138,21.0
07055,6.58,15.23,83.17,23.56,13.06,12.3391782797161,11.663841952246,8.0
07064,12.98,27.46,56.11,29.57,14.94,12.5431833282391,10.8087760253983,12.0
07066,8.06,16.25,81.74,18.98,15.05,12.1294262818044,11.4052823763334,8.0
07076,13.03,20.75,74.09,32.41,16.04,12.8875466830171,11.5874148276183,13.0
07078,11.45,21.87,74.73,23.81,14.95,12.9888757583813,11.8550664638973,7.0
07102,10.23,17.3,38.13,33.03,12.56,11.7202287730101,11.8763546593479,8.0
07129,11.47,28.06,65.76,29.97,14.51,10.7965130243055,11.103397850907,16.0
07138,14.2,21.45,89.36,23.09,15.11,11.7567172239378,10.8866264006235,11.0
07181,18.25,34.88,59.61,43.09,16.83,11.4215733623237,11.566341331629,19.0
07186,16.69,22.81,36.06,47.89,19.61,10.7201593693809,11.0714519390351,19.0
07191,15.1,18.77,78.68,24.17,15.17,11.8798685985562,10.8151030710331,10.0
07201,21.54,31.08,69.85,33.88,15.56,8.86201442897822,10.6711048677454,13.0
07204,7.68,28.82,72.15,20.89,16.11,11.9359591641439,11.1403968851689,15.0
07231,14.51,17.89,91.27,22.05,13.69,12.4503252720302,11.0658603035297,11.0
07281,8.77,15.32,75.88,23.87,13.56,12.0731054509778,12.0076278452814,7.0
07308,10.28,21.03,78.0,24.49,12.76,13.3007549974503,11.6936249494693,10.0
07319,20.06,26.48,56.03,43.73,16.74,11.8399574961079,10.8058682777318,22.0
07324,15.39,19.99,46.06,38.65,14.88,11.7359259109798,11.1836422481399,16.0
07330,27.08,21.28,77.05,33.0,12.85,11.6492238834447,10.6353075733583,19.0
07331,22.75,29.01,49.93,41.07,15.7,11.5670006629329,10.553159663292,20.0
07334,22.73,21.69,62.29,36.91,15.18,10.6425940291713,10.4614580918362,25.0
07341,12.87,25.84,76.01,27.8,13.9,11.6429202616893,11.0139302307316,15.0
07346,14.11,22.06,77.95,23.6,13.75,12.089085555943,11.0931084391817,14.0
07349,15.22,28.13,51.4,43.69,14.52,11.7156205626247,11.0096116085129,17.0
08053,13.58,19.63,80.74,22.59,20.72,12.9037769783428,10.9390955805243,10.0
08081,22.84,35.33,78.3,37.7,18.83,12.3131089148535,10.9736293137624,25.0
08090,21.43,31.54,68.04,41.55,15.59,12.0682191501461,10.6846766289305,21.0
08105,23.31,26.9,34.72,59.23,19.81,11.6065522118938,10.7898281910347,27.0
08145,15.2,24.88,83.51,40.53,16.58,12.4446926658751,11.0197711521491,15.0
08174,16.68,20.7,92.46,18.94,15.93,12.6102286450706,11.0520849186342,12.0
08185,25.13,40.11,76.18,36.69,17.41,11.0404524870094,10.941157782473,24.0
08190,21.34,29.28,57.98,47.7,16.34,12.7483732551089,10.2982896704062,23.0
08302,21.21,27.97,76.9,39.22,16.98,12.3941035302874,11.3245314487018,21.0
08311,17.72,26.9,74.4,35.76,14.69,12.8451720894288,11.1208831460089,17.0
08327,14.69,22.65,78.92,48.68,16.6,12.4982381973987,10.85974445297,14.0
08328,24.31,31.61,71.16,42.76,20.03,12.0057620104625,10.6990765540948,25.0
08362,19.13,28.13,49.88,55.58,16.62,11.8960290130045,10.9948315165857,22.0
08363,26.5,32.49,75.32,36.38,19.05,11.4215863575646,10.6304208980441,24.0
08367,19.45,30.42,80.2,31.06,18.35,12.313924852654,11.3237001145505,22.0
08409,27.96,31.92,34.21,61.99,20.66,11.9625233735338,10.6719277132073,30.0
08480,15.55,21.62,79.97,32.01,16.91,12.4678688271079,10.9839456925543,13.0
08488,14.61,29.02,74.43,35.88,21.08,11.8559615953636,11.1880876007501,23.0
08490,17.48,35.4,61.37,38.32,16.89,11.8361615025748,10.6700848733151,20.0
08491,20.91,29.32,71.66,35.07,19.08,12.5898938360544,10.9840676502193,19.0
09122,18.08,17.28,54.52,43.12,17.67,11.3754388025254,10.8998923239325,20.0
09157,18.88,32.54,84.11,29.57,17.31,11.6821821489226,10.5562198329146,21.0
09160,29.35,35.45,73.94,36.09,18.01,11.0721010731537,10.7559476060506,25.0
09167,9.07,24.7,88.45,25.22,12.48,11.940620133028,11.1723775773373,13.0
09185,11.49,20.53,84.5,35.77,11.44,11.8058043602634,11.1250562351943,11.0
09194,17.22,22.41,74.08,36.91,15.67,11.4390945086865,10.5792063925625,18.0
09225,17.39,23.62,55.87,48.62,16.56,11.0312966073981,10.5779019970941,22.0
09261,18.8,21.44,59.26,41.05,16.1,11.1914695414921,10.3375093241261,20.0
09265,12.47,21.33,85.34,25.58,13.36,12.015755950739,10.8157807626242,10.0
09282,13.44,18.68,78.1,32.6,14.84,12.1593179335977,10.6339205842269,14.0
09306,22.36,29.91,56.59,42.43,18.07,12.1872543569911,10.2935415621641,23.0
09312,10.18,15.69,94.26,25.79,13.18,12.5012567022998,11.5157075414301,9.0
09324,12.11,18.8,82.24,33.32,14.44,11.731475572832,10.7138383307001,12.0
10003,19.9,28.27,86.79,31.2,15.22,11.8280832414527,10.9719187630871,17.0
10006,17.8,30.99,70.39,40.57,14.57,11.9356638969177,10.6555056930572,17.0
10033,22.68,31.62,51.01,51.54,16.06,11.3842504792782,10.8291985157511,23.0
10034,18.95,38.86,56.66,51.66,17.29,10.8247739559974,10.3154175913532,22.0
10060,11.7,18.75,77.01,27.78,14.07,11.6502615138691,11.0901406533771,10.0
10064,19.01,34.39,64.85,44.54,20.91,11.1599298118311,10.3007950377766,19.0
10081,29.08,41.54,34.59,64.31,18.02,11.0587855543457,10.5387052082904,35.0
10265,19.36,30.8,45.16,58.63,16.99,11.3883016580124,10.4288658702381,21.0
10268,19.86,30.02,55.38,54.79,15.16,11.9186830638583,11.3477994204071,19.0
10297,18.93,27.32,60.89,49.2,14.44,11.1215851589826,10.7094955466914,20.0
10321,10.07,18.9,91.55,22.95,15.19,11.6227312738986,11.6981292118733,6.0
10323,26.58,32.92,69.03,45.01,16.12,11.4871077195893,10.7433952589046,29.0
10325,11.04,13.29,69.32,29.58,24.05,12.1731571620052,11.411172441085,7.0
10333,15.71,21.65,49.62,41.97,15.94,11.2969832110365,11.0434167928826,16.0
10343,15.45,22.39,63.68,37.08,16.5,11.5706256728928,10.8081507837821,13.0
10357,11.89,25.43,88.21,21.17,13.78,10.5097779547038,10.9773979198709,8.0
10362,16.98,22.73,46.77,46.56,14.91,11.3504451063337,10.9605405338339,14.0
10387,24.05,24.74,21.38,66.1,20.73,10.8634654250829,10.6771034673895,28.0
10401,26.66,38.82,70.12,43.51,14.62,11.3797521811586,11.0725280992481,20.0
10420,19.23,33.89,79.92,32.12,27.66,11.7905520061277,11.1815908695438,18.0
11049,16.13,26.85,87.78,34.21,14.73,10.6118437655838,11.0644977003026,16.0
11069,21.97,21.45,53.57,48.13,17.3,10.5407011146013,10.5911763611636,26.0
11076,14.26,21.69,57.76,46.1,16.89,10.6981265936746,10.363248281094,20.0
11099,13.82,23.12,91.45,22.29,14.43,11.5448014518636,11.2724786330593,12.0
11106,17.63,19.93,79.5,28.45,16.16,11.4379930546316,10.9474945582634,19.0
11116,19.0,26.57,85.23,26.79,17.95,10.6628076024799,11.4654585479963,21.0
11145,21.24,23.05,80.1,23.21,16.07,11.4863776506012,10.6599877749682,16.0
11170,18.22,16.83,60.64,27.24,14.97,11.3374697464941,10.8848757029844,17.0
11202,22.28,21.4,59.3,30.98,14.29,9.08488748257978,10.6309726312906,16.0
11203,20.56,29.34,75.43,43.06,20.57,10.9501456496327,10.7410806043505,23.0
11206,18.57,28.34,68.25,38.84,17.96,10.2567738775067,10.5003499754128,21.0
11258,12.74,15.13,96.99,18.3,12.32,11.8060695054873,11.4569028483524,12.0
11262,21.16,20.81,41.81,52.15,17.81,10.8612294896202,10.9616510958412,24.0
11266,21.96,26.67,59.96,41.72,16.12,11.6309374868188,10.5975006291154,21.0
11269,15.29,21.51,89.47,27.09,14.22,11.5978066116129,10.7992046748274,17.0
11272,12.32,12.15,96.7,15.25,15.95,11.0856048803229,11.4369003884761,8.0
11279,14.05,24.32,91.19,22.48,17.44,10.3490798447433,10.9947656403285,12.0
11304,23.46,30.89,72.26,33.89,18.18,11.2028346326608,9.95406992432336,25.0
11369,16.72,18.01,88.82,24.5,13.69,11.5899549548075,11.9286787661472,15.0
11370,13.84,13.24,93.28,18.56,12.66,11.8559701131856,11.029320849937,12.0
11379,19.33,22.94,83.48,28.65,16.63,11.5536574184209,10.7403353505645,18.0
11397,19.32,24.05,79.15,40.05,17.95,10.7438887287739,10.4516540669001,22.0
11429,11.69,14.01,92.79,19.52,13.95,11.4371519254523,11.1380679683961,10.0
11441,10.33,14.31,85.13,24.57,13.82,12.1204783094711,11.4266675124293,10.0
12013,16.2,26.84,84.1,18.65,18.1,12.11996830046,10.2575142708012,18.0
12033,7.16,20.12,79.29,21.96,11.45,11.8204494284518,11.1332257163249,8.0
12052,11.98,23.43,72.97,29.89,13.1,11.6614468532754,10.7345720107627,13.0
12056,7.81,19.97,72.5,26.49,12.06,12.183339631853,11.4538871100032,9.0
12089,21.95,28.98,49.48,42.92,17.78,11.507775612967,10.617565847238,22.0
12096,6.47,22.36,56.26,26.8,12.1,11.6464589585218,10.9506201281141,10.0
12100,11.11,21.68,80.12,20.86,15.29,12.0427237201316,11.0707898838363,14.0
12133,5.95,15.0,72.33,24.71,11.71,11.943795355091,11.5557282832195,7.0
12145,13.72,19.93,46.77,38.03,15.45,10.960267629111,10.8877506323481,16.0
12176,9.59,16.3,50.02,36.35,15.5,11.7997591604622,11.121805801544,15.0
12202,12.0,13.63,19.22,50.65,19.86,10.9986042910871,10.9180525391003,15.0
12208,11.48,23.2,57.95,32.34,14.15,11.5713937565143,11.1122205091372,15.0
12270,9.23,22.18,82.75,21.18,14.11,12.1928714656378,10.759132671281,13.0
12300,16.31,28.26,60.26,36.51,16.42,11.5662149933888,10.543701597252,19.0
13001,12.61,11.7,22.23,51.34,21.1,11.5357430765422,11.8276050761647,14.0
13002,9.44,15.18,74.0,22.18,14.26,13.3804362152954,12.1962380281394,7.0
13003,10.49,15.51,86.4,23.47,15.79,13.3262760848238,11.8125647931639,9.0
13004,15.63,24.39,57.62,43.78,20.04,12.2320912801844,11.1104519183532,24.0
13005,14.33,19.99,38.66,47.4,16.53,11.7581654605284,11.663044652857,15.0
13007,9.33,15.17,70.71,26.72,15.73,12.4881175186683,11.9268534093345,8.0
13010,11.21,17.62,79.01,27.27,11.82,12.0921109083184,11.9868265946022,11.0
13014,16.74,33.09,51.01,46.42,16.96,12.3015845091101,11.2432207363198,18.0
13015,8.53,14.92,77.38,22.78,14.72,12.0490339629072,12.4228757747515,6.0
13016,8.96,13.85,84.59,16.66,16.98,13.2571268396029,12.3160992528493,7.0
13018,14.18,26.0,80.13,25.87,14.03,11.8925724571837,11.6826258980541,18.0
13019,7.58,9.29,85.79,18.28,13.53,12.1293050836122,12.8255878801265,5.0
13021,9.24,12.37,62.01,22.04,13.34,14.0909698463221,13.0302837449088,6.0
13022,11.36,16.1,38.21,35.76,12.41,12.3383468486281,12.3882260630527,11.0
13023,8.72,12.86,83.73,21.17,14.3,12.7122211198204,11.6030110472483,8.0
13024,11.74,21.22,81.84,29.45,13.33,12.0420684085452,11.9321775721134,11.0
13026,12.93,21.24,58.82,37.91,13.16,13.5286853820052,11.9800311198174,12.0
13027,14.26,26.6,63.05,42.4,14.88,11.8213788136143,11.3838739495376,17.0
13028,13.54,19.13,31.94,45.84,16.16,12.1867210945966,11.5286719614284,14.0
13030,11.04,14.77,73.62,28.81,16.18,12.4418707825111,11.8569276647761,10.0
13031,9.68,17.26,70.52,20.17,15.65,13.1766224061451,11.8975883428697,6.0
13032,8.34,10.01,76.88,27.25,14.58,12.456318394927,12.7198676833605,6.0
13033,9.49,14.04,86.97,18.32,16.87,13.6690197958858,12.3863822876357,6.0
