,REG,DEP,CODGEO,LIBGEO,AAV20,LIBAAV2,CATEAAV,LIBCATE,TAAV20,LIBTAAV,geometry,TP6020
34,32,59,59129,Cappelle-en-Pévèle,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((712363.9960236729 7043167.959285437, 711766.9608615044 7044132.03968618, 710097.9447858902 7045096.00851697, 711031.0514745354 7045740.014813753, 711067.0192409961 7046464.012301889, 711708.9828405475 7046853.978285333, 713203.042625128 7046728.035894369, 714315.9838328756 7045275.049278537, 714352.9716709 7044954.975174576, 713606.9650850726 7044348.978528357, 712363.9960236729 7043167.959285437))",
35,32,59,59133,Carnin,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((697492.9592947406 7046164.018557541, 697374.9587965009 7045876.96246458, 696495.974128906 7046067.010717414, 696183.0472282628 7048022.970287641, 696458.9841342833 7047379.983740203, 697388.0062234758 7047846.991005516, 698322.0208405106 7047533.044323204, 697492.9592947406 7046164.018557541))",
36,32,59,59143,La Chapelle-d'Armentières,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((694987.0510605728 7062446.969951896, 693592.9518194146 7061247.001668666, 692852.9578329932 7061152.035558616, 692622.9715925191 7061446.013451269, 692584.9615263324 7062177.044309058, 691232.9569508143 7062838.977665409, 690525.9783461378 7062710.993544366, 690141.0037694 7063733.054616729, 690896.9975675113 7064961.952987991, 692406.0327790194 7064652.997945254, 692728.9447353479 7064865.964897209, 693991.9960512904 7064124.948528897, 694735.0545656014 7062944.95126672, 694987.0510605728 7062446.969951896))",12.0
37,32,59,59144,Château-l'Abbaye,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((734010.0353703217 7041729.041640288, 733067.9658541544 7041988.981772593, 733007.9455334707 7042326.982936119, 733099.0553925453 7043380.018057996, 732162.9984757839 7043848.953252039, 733210.0189066172 7044647.948060562, 734165.0237065852 7044300.983367261, 735030.0530188155 7043285.051947951, 734010.0353703217 7041729.041640288))",
38,32,59,59145,Chemy,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((700027.0046825852 7047313.041770205, 698322.0208405106 7047533.044323204, 698582.9823196027 7048602.984523916, 700555.9603117388 7049382.010542785, 701022.9676202562 7048341.002661517, 700535.9923569692 7047850.962895726, 699911.0464840719 7047915.976936998, 700027.0046825852 7047313.041770205))",
39,32,59,59146,Chéreng,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((715725.9685859496 7055633.049469962, 714357.964198742 7056095.97104371, 713865.9964076118 7057172.038666067, 714095.9826480863 7058567.044610288, 714454.9745140483 7058572.03848125, 714443.9693868002 7058459.029278899, 715150.0379064875 7058170.951205203, 715867.0015668491 7057295.031147545, 715934.0567151015 7056545.959428842, 715488.0395895172 7055930.999252843, 715725.9685859496 7055633.049469962))",
40,32,59,59150,Cobrieux,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((718491.020285832 7047971.005467734, 717950.945229657 7048026.033998475, 716042.9800860462 7049110.043169867, 715606.9480161464 7049684.951965229, 716073.953168065 7050200.974140971, 716767.9964889408 7050144.015450088, 717335.9844124439 7049330.951670865, 717999.0524947025 7049448.044333396, 718491.020285832 7047971.005467734))",
41,32,59,59152,Comines,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((702476.9750389233 7070571.027348477, 701321.0312371459 7070010.981901863, 700813.9715627149 7070522.012438035, 700544.047256101 7070282.041095381, 699414.994093489 7071189.051235309, 698706.9954172485 7072056.009994567, 698995.9797502434 7073068.993735801, 698818.9811594828 7073398.031369544, 700700.0556639286 7074610.024661985, 701077.9954130978 7075229.976477549, 702492.9726940143 7074842.96040359, 703430.0496823392 7072494.990888448, 703375.0218894983 7071434.014217527, 702752.0040165535 7071176.004245354, 702476.9750389233 7070571.027348477))",13.0
42,32,59,59158,Coutiches,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((715256.0110493172 7036532.967995115, 714498.9971796421 7036724.94417668, 713858.0536516538 7037702.979746774, 712772.003083071 7038167.945281998, 710933.0210876658 7037611.985526953, 710893.990949915 7038698.036428444, 711878.0408319487 7040227.948293407, 712449.9990551317 7041535.023728636, 713165.0325589413 7041271.0001361575, 714945.0143052263 7041667.999489241, 715170.0080178581 7040551.994287578, 716171.9857115346 7039448.01632653, 715809.0213892937 7038402.016805704, 716008.0323911501 7037354.995304126, 715256.0110493172 7036532.967995115))",6.0
43,32,59,59163,Croix,004,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((711477.9765285089 7062226.967398883, 711081.9946679232 7062816.9671456795, 710424.0334132811 7063087.004358457, 710432.9962408032 7063797.046677254, 709765.9578588658 7064039.965697988, 710606.0245318834 7066312.029713358, 710881.9635945036 7066263.014802919, 710789.9458070386 7065895.967518612, 711401.956396135 7064966.94462756, 711300.9757811493 7064224.000330517, 712274.0205359346 7063754.043155723, 711477.9765285089 7062226.967398883))",15.0
44,32,59,59168,Cysoing,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((715606.9480161464 7049684.951965229, 715262.0258053222 7049180.957030089, 714302.0284775114 7049286.022452003, 713563.0545626536 7050022.953128744, 714285.0085942576 7050736.965106357, 714278.9959948516 7051463.004324587, 713702.9531722162 7051889.052029855, 712640.047229466 7051658.952396373, 712796.055637293 7052222.967501802, 713112.0449092265 7052922.004560732, 713668.0054773188 7052431.964794938, 713961.9844947559 7052660.020466936, 714104.0375472181 7053003.015501429, 713747.995909372 7053654.055167866, 714924.0241222929 7054492.98978709, 715460.0145790151 7054013.047101776, 716459.9499729655 7054349.006535212, 716518.9502220857 7054274.009214822, 716989.0199018933 7050882.990088325, 716767.9964889408 7050144.015450088, 716073.953168065 7050200.974140971, 715606.9480161464 7049684.951965229))",7.0
45,32,59,59173,Deûlémont,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((697651.0100022942 7068163.94584242, 696712.002857417 7068624.031308021, 696311.0306255886 7069601.047128773, 695555.9469124656 7070375.987456082, 696010.0189371825 7070792.049650818, 695591.0067505367 7071770.99563171, 695766.9852697331 7072081.992404525, 696632.0145819632 7071383.977326354, 699414.994093489 7071189.051235309, 700544.047256101 7070282.041095381, 698995.9797502431 7068677.018108681, 697621.9649202289 7069230.027954243, 697651.0100022942 7068163.94584242))",
46,32,59,59180,Le Doulieu,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((677865.0549771588 7063217.03244099, 677370.0226581392 7064108.951629465, 676454.0501525211 7064630.987425515, 676220.9993841575 7066083.971809957, 677216.056550039 7066478.023484967, 680291.992850838 7065949.974068613, 681441.0161248201 7064423.012113125, 681026.994309417 7063812.021595942, 680046.0089552726 7063298.043381682, 677865.0549771588 7063217.03244099))",
47,32,59,59189,Eecke,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((673318.9993028295 7074931.00694534, 672559.0352050385 7074794.9674739055, 671730.9937308322 7073980.995515288, 669979.9449234388 7074833.996873813, 669385.9764457587 7075183.003297208, 669636.0449407769 7076118.947987958, 670279.0307684909 7077057.04597874, 670977.9523174359 7077294.973359912, 672367.966959141 7078375.012872494, 672731.0434245558 7078387.9460611, 672950.0223811826 7077708.993824571, 672709.0310134601 7076605.015863525, 673456.9677558393 7075741.007013728, 673318.9993028295 7074931.00694534))",
48,32,59,59193,Emmerin,004,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((700880.0066394041 7053815.9654793, 700717.9834755718 7053471.042516081, 699248.9984733775 7053880.979520568, 699439.0466477119 7054571.050818301, 699016.9699331765 7055168.992114138, 699113.9802484832 7055526.053887918, 700432.9694422565 7056181.973623962, 700791.053379829 7056090.979404144, 701982.9627914677 7055017.97549262, 700880.0066394041 7053815.9654793))",
49,32,59,59195,Englos,004,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((697383.0136956336 7058132.0356066385, 695840.9609457811 7058712.0498429015, 695838.0107176646 7058882.013273337, 697256.9582982613 7059186.998657258, 697874.9836433626 7059633.015152173, 697996.9544412821 7059630.973422084, 697383.0136956336 7058132.0356066385))",
