REG,DEP,CODGEO,LIBGEO,AAV20,LIBAAV2,CATEAAV,LIBCATE,TAAV20,LIBTAAV,geometry,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,salaire_ouvrier,salaire_employe,TP6020
32,59,59090,Bondues,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.0844357175394097 50.68243052899464, 3.0739061775750702 50.687390569126, 3.0721582189907792 50.71009497221955, 3.065825624834588 50.71940298311222, 3.075495562250669 50.721121135194586, 3.0848956985068 50.72884955042803, 3.0950308566035587 50.72842888000926, 3.1019344511701306 50.723623096866966, 3.11133199635472 50.72235870764097, 3.11938494507957 50.72643380478885, 3.1326473864494995 50.721889839047165, 3.1334210518424594 50.715499378596014, 3.120599009404699 50.70837956765948, 3.1162229359806295 50.71027642304694, 3.106977586727689 50.7020745760273, 3.105846547814619 50.69562361192235, 3.09227549052069 50.69116580114018, 3.0844357175394097 50.68243052899464))",10.5,11.6,85.0,19.1,17.1,11.397466420793,12.665351375392,5.0
32,59,59091,Borre,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.5747025161254697 50.71568780785723, 2.5641502029062293 50.727899192852135, 2.56671826338509 50.738290712686265, 2.58364148202301 50.7471324839676, 2.58815560400221 50.7486644324878, 2.59631528248664 50.745308121008236, 2.5927140749528492 50.742802089834846, 2.59396412619785 50.7194225062419, 2.5747025161254697 50.71568780785723))",,,,,,,,
32,59,59096,Bourghelles,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.2535146513059394 50.54200017390004, 3.244170372022899 50.54096797167086, 3.236204794885729 50.54828104703578, 3.23934980758687 50.55490759628787, 3.2328681607688896 50.58535482531515, 3.2570054011215386 50.5802726063976, 3.263047108210329 50.56030775472252, 3.2536238676751994 50.55828050661893, 3.2583070008247295 50.54286914299595, 3.2535146513059394 50.54200017390004))",,,,,,,,
32,59,59098,Bousbecque,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.06344549592534 50.74840527272602, 3.0573846820895993 50.75403398058855, 3.0609321362774704 50.76388387679549, 3.05874478057602 50.780708750155185, 3.0806677034904606 50.77286286798605, 3.0901939964718697 50.774391501665534, 3.1000584916223293 50.76166063977189, 3.086906093986769 50.75506648076215, 3.06344549592534 50.74840527272602))",7.7,17.5,83.5,24.7,14.2,11.6559490147242,12.1540402208904,6.0
32,59,59100,Bousignies,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.35105019420176 50.420634855865224, 3.3406703617144102 50.42541341735, 3.3437292659278 50.434893668656414, 3.35595156448172 50.44015545240338, 3.362813402340199 50.43648102581432, 3.37311954581075 50.42947538884376, 3.35105019420176 50.420634855865224))",,,,,,,,
32,59,59105,Bouvignies,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.2203478345702803 50.41426750569225, 3.21438554218755 50.426145119825286, 3.224986201830929 50.43350557269422, 3.2222306150712896 50.44290949823619, 3.22737519023643 50.45228978967041, 3.2448011942672705 50.45054134891452, 3.2524292524683185 50.44637049812687, 3.257092584122879 50.43748244713422, 3.2516242539859697 50.431766505495744, 3.25842621060846 50.42355627451687, 3.2358512678991493 50.41591747439634, 3.2203478345702803 50.41426750569225))",,,,,,,,
32,59,59106,Bouvines,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.21039277459987 50.58736032162146, 3.1937846554390594 50.579857981237915, 3.198780112263229 50.574006965049236, 3.1967660008787497 50.57093176224016, 3.1926151364528104 50.568891449854476, 3.1847965031870094 50.573301513810854, 3.181418720738741 50.58246118261329, 3.19297221351197 50.592351841217216, 3.1979405713753595 50.593501821032696, 3.21039277459987 50.58736032162146))",,,,,,,,
32,59,59109,Brillon,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.3406703617144102 50.42541341735, 3.3270548734189807 50.4255306593124, 3.3221113927056805 50.436890148092715, 3.3244779264352196 50.43984686383839, 3.3486755724515094 50.440821922741875, 3.35595156448172 50.44015545240338, 3.3437292659278 50.434893668656414, 3.3406703617144102 50.42541341735))",,,,,,,,
32,59,59113,Bruille-lez-Marchiennes,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.243891571295979 50.3409841176763, 3.243040512139639 50.347709956549174, 3.23305578525213 50.34908503975325, 3.2218994531708094 50.36148617888427, 3.2295393291385586 50.36561090691015, 3.2369450996617903 50.36132377306378, 3.24177568877977 50.36217616822528, 3.239953073484358 50.36835566691472, 3.24691505815698 50.368180994861326, 3.25604930499561 50.36486712950817, 3.2569021412379096 50.34499772878668, 3.243891571295979 50.3409841176763))",,,,,,,,
32,59,59120,Caëstre,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.6203634566058103 50.74062836546657, 2.6120616846361804 50.74440731242843, 2.59631528248664 50.745308121008236, 2.58815560400221 50.7486644324878, 2.58364148202301 50.7471324839676, 2.5744645816606595 50.75373214062357, 2.57372097423604 50.75964350942052, 2.562897664539489 50.76465755491479, 2.57525012902384 50.76934767075958, 2.6000861791910497 50.76177626580532, 2.611743442808489 50.769116615562055, 2.622486649853149 50.77037027059147, 2.6412567542514704 50.755379040402865, 2.6280062326569094 50.75110501320177, 2.628351106575209 50.744636201804624, 2.6203634566058103 50.74062836546657))",,,,,,,,
32,59,59123,Camphin-en-Carembault,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.0083434311069888 50.49276678669346, 2.9942297056969585 50.49666245601575, 2.9647091646554005 50.51277818721594, 2.97637384019735 50.52506902180814, 3.000380214458239 50.52309659694168, 3.00991082456894 50.515009065685334, 3.0098944303241097 50.504811673103575, 3.0134963845911003 50.50230703132871, 3.0083434311069888 50.49276678669346))",,,,,,,,
32,59,59124,Camphin-en-Pévèle,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.2570054011215386 50.5802726063976, 3.2328681607688896 50.58535482531515, 3.23203954399947 50.58602947473315, 3.238477401061119 50.59376247266321, 3.2344090844877087 50.59509807860992, 3.2552411800400303 50.60480403227933, 3.2709690756871983 50.60550690240684, 3.2783101884597894 50.594199848882106, 3.27616975336988 50.58168455733758, 3.2608932809112994 50.58241823262657, 3.2570054011215386 50.5802726063976))",,,,,,,,
32,59,59128,Capinghem,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.9703923897378393 50.639498194241305, 2.95687100015445 50.64243790325259, 2.9525613226844096 50.64817907331045, 2.969294239830089 50.65739195321401, 2.9743827936255096 50.64528664302377, 2.9703923897378393 50.639498194241305))",,,,,,,,
32,59,59129,Cappelle-en-Pévèle,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.17395096293367 50.48576827986011, 3.1655796510343794 50.49443350224524, 3.14211843783776 50.503115286728104, 3.1552687681032103 50.50888006381745, 3.1557951415303194 50.5153779130919, 3.164843771332239 50.51886646060759, 3.18587349908208 50.51770625104891, 3.2014893140089193 50.504639969751885, 3.2019983703674697 50.501766154777094, 3.191478713017719 50.49634341436435, 3.17395096293367 50.48576827986011))",,,,,,,,
32,59,59133,Carnin,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.9647091646554005 50.51277818721594, 2.9630499993016497 50.51020112623575, 2.9506757694621393 50.51190266441946, 2.94625213115924 50.529457024685925, 2.95014341248667 50.52368741545888, 2.9632207383121996 50.52788369731953, 2.97637384019735 50.52506902180814, 2.9647091646554005 50.51277818721594))",,,,,,,,
32,59,59143,La Chapelle-d'Armentières,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.92922885241207 50.6589008509338, 2.909566839540749 50.64811956446028, 2.899123816087041 50.647259286786664, 2.8958722311977794 50.649894783792256, 2.8953220354975695 50.65645460501422, 2.8762211920203793 50.662377188671464, 2.8662426881532097 50.66121832810948, 2.8607820622114994 50.67038415689201, 2.87142910298729 50.68142341787185, 2.8927486295264697 50.678671187185955, 2.89730527338137 50.680586130019854, 2.915155552551139 50.6739499444307, 2.92566463330859 50.66336760754476, 2.92922885241207 50.6589008509338))",12.8,20.2,86.05,29.5,16.4,11.3571112761707,11.6911519344971,12.0
32,59,59144,Château-l'Abbaye,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.478364699172251 50.47204966589539, 3.4651359636408205 50.47443346037506, 3.4643196901874593 50.47747058564995, 3.465688654151599 50.486917903027496, 3.452556864623649 50.491175919966665, 3.4673554076192494 50.498292896262214, 3.480764870128399 50.495127114419354, 3.4928478868700505 50.48596028196219, 3.478364699172251 50.47204966589539))",,,,,,,,
32,59,59145,Chemy,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.000380214458239 50.52309659694168, 2.97637384019735 50.52506902180814, 2.980044403576639 50.53467305269659, 3.0078305737643096 50.541666576137956, 3.0144055897811 50.5323223829382, 3.0075472685521305 50.52792457768833, 2.99874743762642 50.528508344488515, 3.000380214458239 50.52309659694168))",,,,,,,,
32,59,59146,Chéreng,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.2217433347413995 50.59757241026888, 3.2024706741971394 50.60175996490877, 3.1955707391135806 50.6114283671788, 3.1988640821038903 50.62394262586931, 3.203928847077889 50.62397922556691, 3.20376947463603 50.62296529373573, 3.21371934647244 50.62036321576074, 3.2237983728678894 50.61248447845429, 3.2247140893536903 50.605760182772315, 3.21840006456463 50.60025236920037, 3.2217433347413995 50.59757241026888))",,,,,,,,
32,59,59150,Cobrieux,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.26037531351751 50.52872862958483, 3.2527729547391897 50.529238294313735, 3.22595012601749 50.53901976443507, 3.21983160304505 50.544190870818525, 3.22643040935727 50.54881051954531, 3.236204794885729 50.54828104703578, 3.244170372022899 50.54096797167086, 3.2535146513059394 50.54200017390004, 3.26037531351751 50.52872862958483))",,,,,,,,
32,59,59152,Comines,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.0350199841356384 50.7318168638645, 3.0186751403867493 50.72679510953783, 3.0115079975652685 50.73138145153472, 3.007691454853239 50.72922848921151, 2.9917281499485315 50.73736699432989, 2.9817143716845202 50.74514499632841, 2.9857986020679492 50.75423474076557, 2.9832940550066893 50.75718676283644, 3.0099046948954102 50.76806214310498, 3.0152536467064803 50.77362407322184, 3.035273142267449 50.77014754476256, 3.0485114586311903 50.74907575003621, 3.0477241273227302 50.73955613730288, 3.0389126150162094 50.737244115759175, 3.0350199841356384 50.7318168638645))",12.7,26.3,81.63,35.3,17.2,11.6397145916461,11.4388573021468,13.0
32,59,59158,Coutiches,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.21438554218755 50.426145119825286, 3.2037545923157995 50.42788646603526, 3.19478134603387 50.43668066248671, 3.1795313172432698 50.44087765833969, 3.1536662908165893 50.435921760059124, 3.1531473198394595 50.44567165009108, 3.1670265108260605 50.45938715022887, 3.1751100009338002 50.47110890730688, 3.18515824744054 50.468724290452315, 3.2102073706040395 50.47224790027768, 3.2133295704310894 50.462224774555054, 3.22737519023643 50.45228978967041, 3.2222306150712896 50.44290949823619, 3.224986201830929 50.43350557269422, 3.21438554218755 50.426145119825286))",8.3,12.4,95.46,14.7,16.1,12.2407094154583,12.123086849756,6.0
32,59,59163,Croix,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.1620357014994 50.6568410353361, 3.156462106123639 50.66214280496127, 3.14717975135485 50.664577432887356, 3.1473250043941805 50.670949060391514, 3.13791172386081 50.673139764705496, 3.149835732280819 50.693514605285365, 3.153732680642281 50.69307001239827, 3.15242271227313 50.689777921045994, 3.1610414085149707 50.68143037847285, 3.1595939521678296 50.67476528975439, 3.1733208155708987 50.67052961366211, 3.1620357014994 50.6568410353361))",14.2,18.6,53.59,38.6,16.4,10.8797339675606,11.3326325467038,15.0
32,59,59168,Cysoing,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.21983160304505 50.544190870818525, 3.21495390181254 50.53967581904635, 3.2014369129547706 50.54064154830744, 3.1910539901737085 50.547272292754315, 3.201249281458919 50.55366469136107, 3.20119063698667 50.560181210463824, 3.1930889227124903 50.564017973588506, 3.1781042074536288 50.56197521234373, 3.18032058013448 50.56703415722639, 3.1847965031870094 50.573301513810854, 3.1926151364528104 50.568891449854476, 3.1967660008787497 50.57093176224016, 3.198780112263229 50.574006965049236, 3.1937846554390594 50.579857981237915, 3.21039277459987 50.58736032162146, 3.21793023696196 50.58303984952257, 3.23203954399947 50.58602947473315, 3.2328681607688896 50.58535482531515, 3.23934980758687 50.55490759628787, 3.236204794885729 50.54828104703578, 3.22643040935727 50.54881051954531, 3.21983160304505 50.544190870818525))",9.1,15.0,80.53,24.9,14.2,11.353896314373,12.1193010626639,7.0
32,59,59173,Deûlémont,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.966803801699771 50.71021837837616, 2.9535298202830997 50.714342574597126, 2.947853650560571 50.72310721728577, 2.9371712638117082 50.73005584172601, 2.943586597940059 50.73379222347821, 2.9376513568144005 50.74257334670535, 2.9401365766314607 50.745365076404916, 2.9523757978424294 50.73910720186228, 2.9917281499485315 50.73736699432989, 3.007691454853239 50.72922848921151, 2.9858097660052194 50.71482590719232, 2.9663869199333885 50.719784415489684, 2.966803801699771 50.71021837837616))",,,,,,,,
