REG,DEP,CODGEO,LIBGEO,AAV20,LIBAAV2,CATEAAV,LIBCATE,TAAV20,LIBTAAV,geometry,Taux_chomage,taux_sans_diplome,taux_maison_princ,taux_loc_princ,taux_inactifs,salaire_ouvrier,salaire_employe,TP6020
32,59,59180,Le Doulieu,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.6874647190019005 50.665438361803346, 2.6804241970497085 50.67342441503568, 2.6674581284847587 50.67807503089877, 2.66407947002135 50.69110454854419, 2.6781135648768606 50.694677724784164, 2.7215956165058803 50.69004423240828, 2.7378987246284394 50.67637724295777, 2.732080978013769 50.67088193652452, 2.7182544328641085 50.666238984629175, 2.6874647190019005 50.665438361803346))",,,,,,,,
32,59,59189,Eecke,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.622486649853149 50.77037027059147, 2.611743442808489 50.769116615562055, 2.6000861791910497 50.76177626580532, 2.57525012902384 50.76934767075958, 2.5668192235372396 50.772450106220745, 2.5702854901526186 50.780859858360785, 2.579314202532439 50.789307631458335, 2.5891893940047193 50.791475340177215, 2.6087891473505005 50.80122874559784, 2.613928560615779 50.801360813817865, 2.61707541141409 50.7952788610633, 2.6137403935697505 50.78536338347844, 2.6243842385999194 50.777643720236796, 2.622486649853149 50.77037027059147))",,,,,,,,
32,59,59193,Emmerin,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.012404502766849 50.581461905832505, 3.01012001419071 50.57836643781841, 2.9894138200345988 50.58204557230008, 2.99209178067654 50.588239098355736, 2.9861399396380013 50.593604998915936, 2.98750692306591 50.596809693551286, 3.0061056812831892 50.60269686580875, 3.0111551551528093 50.60187987030396, 3.0279576820259497 50.59224727777844, 3.012404502766849 50.581461905832505))",,,,,,,,
32,59,59195,Englos,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.9630827300439906 50.62019247833514, 2.94132324583289 50.6253893875023, 2.9412798401192006 50.62691468178148, 2.96129719924806 50.629659579360776, 2.9700148042483896 50.633664674986576, 2.97173589210363 50.63364675568694, 2.9630827300439906 50.62019247833514))",,,,,,,,
32,59,59196,Ennetières-en-Weppes,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.9226023539464 50.6255400109153, 2.9103497787773898 50.636561301822034, 2.891862124953649 50.643887961599404, 2.8958722311977794 50.649894783792256, 2.899123816087041 50.647259286786664, 2.909566839540749 50.64811956446028, 2.92922885241207 50.6589008509338, 2.9525613226844096 50.64817907331045, 2.95687100015445 50.64243790325259, 2.9703923897378393 50.639498194241305, 2.9700148042483896 50.633664674986576, 2.96129719924806 50.629659579360776, 2.9412798401192006 50.62691468178148, 2.9226023539464 50.6255400109153))",,,,,,,,
32,59,59197,Ennevelin,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.13678340538612 50.5178323257841, 3.1322931551137794 50.51837593217089, 3.12224396186994 50.525477374913436, 3.1077916850725185 50.52887491672973, 3.1003736078669197 50.537650443789474, 3.1021336125669388 50.551354169317065, 3.1070533106747 50.55279506762397, 3.1100488795836494 50.549919664459, 3.1419965687419005 50.549366779321595, 3.1554114930052406 50.55512171543255, 3.1587122762184494 50.53886343010636, 3.1433984459437085 50.537086709140276, 3.13678340538612 50.5178323257841))",,,,,,,,
32,59,59201,Erquinghem-le-Sec,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.9384157949052994 50.603615508300756, 2.933298274235879 50.60282267372737, 2.9265354590260992 50.60797947785264, 2.922981255286669 50.617499110321155, 2.938585214919639 50.61554257184387, 2.9452932901622 50.60757675119502, 2.9384157949052994 50.603615508300756))",,,,,,,,
32,59,59202,Erquinghem-Lys,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.8455017864222296 50.652273817941534, 2.8354022746887595 50.65905427866118, 2.821275909422711 50.661278876698994, 2.809187735906219 50.66937279910661, 2.8098457844081404 50.67075547441241, 2.8170744427764793 50.68273796437443, 2.8345223808092896 50.67718085382756, 2.856190235322569 50.6860281533442, 2.87142910298729 50.68142341787185, 2.8607820622114994 50.67038415689201, 2.8662426881532097 50.66121832810948, 2.8455017864222296 50.652273817941534))",9.6,18.6,85.02,30.9,14.6,12.016723886625,11.526313494746,8.0
32,59,59208,Escobecques,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.938585214919639 50.61554257184387, 2.922981255286669 50.617499110321155, 2.9202302054064093 50.617372132155964, 2.9226023539464 50.6255400109153, 2.9412798401192006 50.62691468178148, 2.94132324583289 50.6253893875023, 2.945294476294049 50.61970121363496, 2.938585214919639 50.61554257184387))",,,,,,,,
32,59,59212,Estaires,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.7591637789487296 50.65068343880074, 2.74878578104779 50.642666802324, 2.7107012217622097 50.63920035692449, 2.6950727285920197 50.6425017278666, 2.6911650231835695 50.63998825204321, 2.685259089771409 50.64545656582979, 2.6892224440424193 50.655041844159214, 2.6874647190019005 50.665438361803346, 2.7182544328641085 50.666238984629175, 2.732080978013769 50.67088193652452, 2.7378987246284394 50.67637724295777, 2.7595270939522 50.65140197006493, 2.7591637789487296 50.65068343880074))",11.5,24.0,86.82,29.7,14.8,12.5502679239687,11.1550695819542,12.0
32,59,59220,Faches-Thumesnil,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.08929460138686 50.579734894920314, 3.0716355667980104 50.581074226383485, 3.0654803877035093 50.58524149322077, 3.062294592400469 50.5971266575674, 3.0546289259647588 50.60077367674556, 3.064596840084659 50.61087424782001, 3.07145915737588 50.606608009575844, 3.0867158799233794 50.58861229183064, 3.08929460138686 50.579734894920314))",13.8,18.8,72.02,29.5,14.7,11.5282089839531,11.3203594957044,15.0
32,59,59222,Faumont,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.14662637315851 50.436747150297215, 3.143176546092659 50.43437294078912, 3.1333288722427692 50.435981000113394, 3.134610799841579 50.44246148628788, 3.1243225749613095 50.443397056620974, 3.1197254631079496 50.44926311316332, 3.105013339702859 50.45230144526091, 3.10107399960598 50.458328116350366, 3.117683464735129 50.46557522870992, 3.1325662104072993 50.46677217486931, 3.1670265108260605 50.45938715022887, 3.1531473198394595 50.44567165009108, 3.1536662908165893 50.435921760059124, 3.14662637315851 50.436747150297215))",,,,,,,,
32,59,59227,Fenain,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.2951528880922587 50.3408721416656, 3.2955614822714305 50.357937680840685, 3.2889548962180792 50.3709806014733, 3.29435140982319 50.37680351960178, 3.286455729775399 50.38076310774866, 3.2871528653008895 50.389622301249496, 3.2965358618220195 50.39020109998621, 3.3068870681165987 50.3903917630046, 3.3012130418643304 50.38099691079506, 3.31153103482665 50.36939879264153, 3.3121151782641687 50.352590809793625, 3.3114781391151604 50.34919927778136, 3.301226353624409 50.34771610622976, 3.299158819624549 50.34456126474668, 3.2951528880922587 50.3408721416656))",18.6,24.4,96.73,34.2,17.8,12.3855133486905,11.0681926199824,18.0
32,59,59237,Flêtre,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.63085280383863 50.72958717844542, 2.62211763875835 50.73864131222517, 2.6203634566058103 50.74062836546657, 2.628351106575209 50.744636201804624, 2.6280062326569094 50.75110501320177, 2.6412567542514704 50.755379040402865, 2.622486649853149 50.77037027059147, 2.6243842385999194 50.777643720236796, 2.6559693766368295 50.779852459057, 2.6590343836879105 50.755841312252755, 2.6559680408443103 50.749202254423494, 2.6410737580617094 50.73947830121657, 2.6405292645417187 50.732630096948995, 2.63085280383863 50.72958717844542))",,,,,,,,
32,59,59238,Flines-lès-Mortagne,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.497954196502059 50.48446712482, 3.4928478868700505 50.48596028196219, 3.480764870128399 50.495127114419354, 3.4673554076192494 50.498292896262214, 3.46012408215088 50.50618340418527, 3.450083600375551 50.50722551455576, 3.4560608103847694 50.52075788745148, 3.4699874022601005 50.53154882473541, 3.4748888234177304 50.533180961704396, 3.506385846272569 50.52829925124183, 3.5158535535845594 50.52469675468356, 3.51811626328536 50.52149150999769, 3.51719242439404 50.518022555333204, 3.4988788837184095 50.5011142278784, 3.4975771679137204 50.49769136068554, 3.4989164355955906 50.490719704381085, 3.50233580560018 50.48796824447039, 3.5074292023777995 50.48932137168858, 3.497954196502059 50.48446712482))",,,,,,,,
32,59,59239,Flines-lez-Raches,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.1891660362297594 50.38986522945461, 3.1651976552973498 50.39498950334808, 3.1584322071906303 50.40980128012228, 3.150462868793559 50.41307064572647, 3.151896087006919 50.42690178016098, 3.14662637315851 50.436747150297215, 3.1536662908165893 50.435921760059124, 3.1795313172432698 50.44087765833969, 3.19478134603387 50.43668066248671, 3.2037545923157995 50.42788646603526, 3.21438554218755 50.426145119825286, 3.2203478345702803 50.41426750569225, 3.2119999927500986 50.410143693931985, 3.21317995174302 50.40685577805127, 3.1981943607055503 50.39331632223718, 3.1891660362297594 50.38986522945461))",10.0,16.0,91.25,20.8,15.2,11.9893186299277,11.5371183616961,9.0
32,59,59247,Forest-sur-Marque,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.1969167387333792 50.63474114375292, 3.1939725327189294 50.62855385736579, 3.18875274950101 50.628705485555095, 3.1807824067985107 50.63279131785496, 3.1857969637685404 50.63806143014183, 3.1969167387333792 50.63474114375292))",,,,,,,,
32,59,59250,Fournes-en-Weppes,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.884497209812339 50.575835498046324, 2.87459413349192 50.579469422254014, 2.873060180902561 50.59476175153531, 2.87973837044852 50.60313261628297, 2.89289378122186 50.610674799297115, 2.8977432981163194 50.60483603760784, 2.911640403349499 50.60099659596087, 2.920739858178209 50.58954188346264, 2.9051746052086886 50.58251280271109, 2.90465917460194 50.579370913300416, 2.884497209812339 50.575835498046324))",,,,,,,,
32,59,59252,Frelinghien,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.95990244406394 50.68028100544324, 2.9317266003774396 50.70090859209611, 2.9223276025852702 50.7028049348795, 2.9300714829363 50.71173846244925, 2.93027872847542 50.72528750572495, 2.9371712638117082 50.73005584172601, 2.947853650560571 50.72310721728577, 2.9535298202830997 50.714342574597126, 2.966803801699771 50.71021837837616, 2.98187413464514 50.69377362041487, 2.9694076713919006 50.681530949416555, 2.95990244406394 50.68028100544324))",,,,,,,,
32,59,59256,Fretin,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.1554114930052406 50.55512171543255, 3.1419965687419005 50.549366779321595, 3.1100488795836494 50.549919664459, 3.1070533106747 50.55279506762397, 3.0959574115295587 50.56976666646296, 3.09512833718728 50.57103307469347, 3.109747692145039 50.573776590361256, 3.133062615646679 50.58588799141506, 3.135226959537349 50.58300485695177, 3.15382028795629 50.57842319486531, 3.1636627093051293 50.57124872000615, 3.16642775278315 50.55927246384915, 3.1554114930052406 50.55512171543255))",7.0,15.8,91.02,16.1,14.1,11.8614978818445,12.208436366635,8.0
32,59,59257,Fromelles,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.84805331376144 50.59294754906722, 2.8337816283666597 50.6110485678418, 2.8313814700625395 50.62002029220584, 2.84127472852908 50.627589762333805, 2.86197347210385 50.62750656540809, 2.87973837044852 50.60313261628297, 2.873060180902561 50.59476175153531, 2.86047751645966 50.597243055980684, 2.84805331376144 50.59294754906722))",,,,,,,,
32,59,59258,Genech,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.252227379357219 50.524302205893555, 3.21545423047561 50.515081734894615, 3.206421182554909 50.5164791198005, 3.2002326327501 50.528355677253124, 3.2014369129547706 50.54064154830744, 3.21495390181254 50.53967581904635, 3.21983160304505 50.544190870818525, 3.22595012601749 50.53901976443507, 3.2527729547391897 50.529238294313735, 3.252227379357219 50.524302205893555))",,,,,,,,
32,59,59262,Godewaersvelde,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.6243842385999194 50.777643720236796, 2.6137403935697505 50.78536338347844, 2.61707541141409 50.7952788610633, 2.6267939985785294 50.79620521210628, 2.6285759708973093 50.80585596452622, 2.633583377492929 50.806534518370206, 2.63496781625334 50.812756359162385, 2.65406865715961 50.813250597609986, 2.6623181833131584 50.816287417260746, 2.6665641595446394 50.81450520777367, 2.6722658026869586 50.789380205747314, 2.66427547965116 50.78202823697717, 2.6559693766368295 50.779852459057, 2.6243842385999194 50.777643720236796))",10.4,24.2,97.57,17.8,15.5,12.2282791291709,11.9034719053203,12.0
32,59,59266,Gondecourt,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.97637384019735 50.52506902180814, 2.9632207383121996 50.52788369731953, 2.9648340038901786 50.53754148805448, 2.9732817593343697 50.54164559750534, 2.97253363841924 50.54500299760862, 2.9667516310283504 50.554343992357865, 2.9553194179964395 50.5614138352617, 2.9667974179355796 50.56971890454975, 2.9817249594500996 50.56208448482882, 3.0058881147612606 50.548461203820594, 3.0078305737643096 50.541666576137956, 2.980044403576639 50.53467305269659, 2.97637384019735 50.52506902180814))",8.2,14.8,92.06,18.8,16.4,12.0015554066318,11.6682776793337,5.0
32,59,59268,La Gorgue,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.751518514070959 50.606890974736814, 2.747182327407859 50.60524888775274, 2.7260668391914598 50.61384617014569, 2.7186021760880794 50.62936501330708, 2.6981170502177894 50.629145831848795, 2.68195894127058 50.63630344521064, 2.6911650231835695 50.63998825204321, 2.6950727285920197 50.6425017278666, 2.7107012217622097 50.63920035692449, 2.74878578104779 50.642666802324, 2.7591637789487296 50.65068343880074, 2.79244717051756 50.63366484509005, 2.7845779356567 50.62924553102487, 2.7645238358994906 50.63334622581425, 2.7601589807995395 50.63144393734316, 2.7503290551454196 50.61344014228349, 2.751518514070959 50.606890974736814))",11.0,22.1,86.99,31.3,15.7,12.2888643435837,11.2119750213139,12.0
32,59,59275,Gruson,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.23203954399947 50.58602947473315, 3.21793023696196 50.58303984952257, 3.21039277459987 50.58736032162146, 3.1979405713753595 50.593501821032696, 3.19297221351197 50.592351841217216, 3.1921439736945003 50.59329505025182, 3.2024706741971394 50.60175996490877, 3.2217433347413995 50.59757241026888, 3.22704984484056 50.59221370094912, 3.2344090844877087 50.59509807860992, 3.238477401061119 50.59376247266321, 3.23203954399947 50.58602947473315))",,,,,,,,
32,59,59278,Hallennes-lez-Haubourdin,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.93640444304115 50.59989878723058, 2.9384157949052994 50.603615508300756, 2.9452932901622 50.60757675119502, 2.938585214919639 50.61554257184387, 2.945294476294049 50.61970121363496, 2.94132324583289 50.6253893875023, 2.9630827300439906 50.62019247833514, 2.9740875765932886 50.615385003970964, 2.9691819732535896 50.610654052828316, 2.9705119092925485 50.60502740822594, 2.93640444304115 50.59989878723058))",10.4,16.8,91.97,16.9,13.7,12.0081573917493,11.6326446750556,7.0
32,59,59279,Halluin,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.140889948069839 50.75802337764414, 3.125338183555319 50.76720030753287, 3.1096027288684907 50.75888862911724, 3.1000584916223293 50.76166063977189, 3.0901939964718697 50.774391501665534, 3.10270148220881 50.780939849775095, 3.112210334809049 50.79303565113501, 3.125771898393149 50.787773927254754, 3.147108213823989 50.789903626458724, 3.1616032576764095 50.77226390948166, 3.158102683999731 50.7659342517093, 3.140889948069839 50.75802337764414))",13.5,24.8,74.74,32.0,15.5,11.6760304093194,11.425675073924,16.0
32,59,59281,Hantay,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.862057766414579 50.529768675249635, 2.853625104700959 50.539111824912055, 2.876524458568279 50.54495267676934, 2.8825034625803303 50.53597440467438, 2.862057766414579 50.529768675249635))",,,,,,,,
32,59,59286,Haubourdin,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.9894138200345988 50.58204557230008, 2.97823515048054 50.583811888125986, 2.9811617646702 50.5974361745432, 2.9705119092925485 50.60502740822594, 2.9691819732535896 50.610654052828316, 2.9740875765932886 50.615385003970964, 2.976795832407629 50.61812262895275, 2.9963892474867597 50.61809725033887, 3.0111551551528093 50.60187987030396, 3.0061056812831892 50.60269686580875, 2.98750692306591 50.596809693551286, 2.9861399396380013 50.593604998915936, 2.99209178067654 50.588239098355736, 2.9894138200345988 50.58204557230008))",14.2,22.7,58.36,40.9,15.9,11.4628334642995,11.2335108763289,15.0
32,59,59299,Hem,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.20624399034955 50.63463638741305, 3.1969167387333792 50.63474114375292, 3.1857969637685404 50.63806143014183, 3.1793891824813403 50.653748318488624, 3.16944768523504 50.65278379472353, 3.1620357014994 50.6568410353361, 3.1733208155708987 50.67052961366211, 3.1959083366670487 50.66887105212121, 3.1994035765411795 50.67113603132022, 3.2061055335640205 50.66604639598333, 3.2093281174702297 50.66356375942346, 3.21427083876421 50.66034291707769, 3.218452598332461 50.66128663479029, 3.2208971602440695 50.6551171211746, 3.2079081631126596 50.644469685579594, 3.20624399034955 50.63463638741305))",16.9,23.4,82.33,39.6,17.5,11.1480657839804,11.6884990606387,16.0
32,59,59303,Herlies,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.84902543786377 50.564883953155814, 2.839461827792249 50.56822837364838, 2.825923410594151 50.58310000374536, 2.8387839943001194 50.586150925977556, 2.84805331376144 50.59294754906722, 2.86047751645966 50.597243055980684, 2.873060180902561 50.59476175153531, 2.87459413349192 50.579469422254014, 2.84902543786377 50.564883953155814))",,,,,,,,
32,59,59304,Herrin,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.9648340038901786 50.53754148805448, 2.950419746685519 50.55779481288896, 2.9553194179964395 50.5614138352617, 2.9667516310283504 50.554343992357865, 2.97253363841924 50.54500299760862, 2.9732817593343697 50.54164559750534, 2.9648340038901786 50.53754148805448))",,,,,,,,
32,59,59316,Houplin-Ancoisne,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.0213915405287803 50.567208265568176, 3.01293359172497 50.555425195466846, 2.9853453925590587 50.56448112463219, 2.9817249594500996 50.56208448482882, 2.9667974179355796 50.56971890454975, 2.9676013805898696 50.57023947994455, 2.977363098303289 50.57748496673803, 2.97823515048054 50.583811888125986, 2.9894138200345988 50.58204557230008, 3.0092465862428703 50.577100751097404, 3.00930194758853 50.57369956101224, 3.0213915405287803 50.567208265568176))",9.6,18.8,92.47,26.7,15.3,11.7764438230792,11.7336595242482,7.0
32,59,59317,Houplines,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.92566463330859 50.66336760754476, 2.915155552551139 50.6739499444307, 2.89730527338137 50.680586130019854, 2.89453494591176 50.6887677464815, 2.9004305664981 50.69328708342718, 2.9099354831314796 50.694361339797254, 2.9121379669577 50.70348947023061, 2.9223276025852702 50.7028049348795, 2.9317266003774396 50.70090859209611, 2.95990244406394 50.68028100544324, 2.9522531258445697 50.67419476590198, 2.946596244789489 50.66889794341403, 2.93219390125385 50.66830749491173, 2.92566463330859 50.66336760754476))",13.0,23.3,88.24,30.5,15.2,11.5046922469182,11.530352608534,13.0
32,59,59320,Illies,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((2.821566383677639 50.54397021667552, 2.8131658518673097 50.549307295196186, 2.815048156235039 50.56596827645888, 2.8082198928595203 50.578855009593816, 2.825923410594151 50.58310000374536, 2.839461827792249 50.56822837364838, 2.84902543786377 50.564883953155814, 2.8549619528478294 50.558751466999134, 2.8420387747888696 50.55057763867939, 2.821566383677639 50.54397021667552))",,,,,,,,
32,59,59328,Lambersart,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.0458162907634305 50.64807174902105, 3.028617764421509 50.63615049788903, 3.0027387270688495 50.65235257634334, 3.0075100671268293 50.65347341689463, 3.0106874012873392 50.65953960561558, 3.01747892035769 50.663451733707156, 3.0207583964273494 50.67185937642292, 3.0458162907634305 50.64807174902105))",10.3,11.3,58.02,31.8,15.2,11.1703834939911,11.9933973081257,10.0
32,59,59330,Landas,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.3318117635952498 50.4542434728224, 3.3182936013633393 50.45332772995812, 3.3103969973054395 50.456445057573085, 3.2894648844961885 50.46716859618861, 3.2697741075497695 50.46427784111244, 3.260475492025869 50.4718294430873, 3.2606094044214786 50.481675730438525, 3.2562725104637202 50.48354348064911, 3.2752991894718595 50.489875086019254, 3.30066713038037 50.48727603709588, 3.3317009339460903 50.46528530315252, 3.3330740333927604 50.45599088806719, 3.3318117635952498 50.4542434728224))",,,,,,,,
32,59,59332,Lannoy,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.2093281174702297 50.66356375942346, 3.2061055335640205 50.66604639598333, 3.2111980873661894 50.668245257032545, 3.2148622280880996 50.66677584314975, 3.2093281174702297 50.66356375942346))",,,,,,,,
32,59,59335,Lecelles,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.38070003726058 50.4544082193177, 3.3681582580980796 50.47176161365519, 3.3593155696072294 50.47221843660667, 3.3551301572635204 50.47706013267326, 3.36979009158145 50.48514050772349, 3.37964838175218 50.48635011760339, 3.381556121249189 50.489315108501074, 3.3772630599628095 50.490989361181065, 3.3901260154131694 50.49676587024343, 3.4055517281641294 50.49878068538684, 3.411207369682359 50.493501734682155, 3.40493102433949 50.48811034939108, 3.407086910321759 50.48504177512792, 3.4224315978097795 50.48288109128723, 3.43230055619385 50.48523430530359, 3.4313087628656707 50.47958321360794, 3.43529282647009 50.478303308980344, 3.43566104644937 50.462189502656344, 3.42120747972362 50.45750861904098, 3.38940414858857 50.45812413134418, 3.38070003726058 50.4544082193177))",,,,,,,,
32,59,59339,Leers,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.2421129382438885 50.666680933800144, 3.2351863180044402 50.67093905286501, 3.214308524799169 50.685676116103394, 3.215566520003629 50.68938001740199, 3.2536737005778296 50.69113872798428, 3.2618315193684 50.675964435715066, 3.243878934602358 50.66975544648861, 3.2421129382438885 50.666680933800144))",10.5,19.9,86.66,22.7,15.3,11.853011147439,11.7547719535305,7.0
32,59,59343,Lesquin,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.09512833718728 50.57103307469347, 3.08929460138686 50.579734894920314, 3.0867158799233794 50.58861229183064, 3.08859777430221 50.591788040432434, 3.09884849360126 50.59261529654503, 3.11494680586549 50.6096444214304, 3.13349448550745 50.59974449756758, 3.1379398906166807 50.601202907743556, 3.133062615646679 50.58588799141506, 3.109747692145039 50.573776590361256, 3.09512833718728 50.57103307469347))",8.6,13.5,72.6,31.5,14.7,11.8541127005766,11.7774750094054,8.0
32,59,59346,Lezennes,4,Lille (partie française),12,Autre commune du pôle principal,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.1379398906166807 50.601202907743556, 3.13349448550745 50.59974449756758, 3.11494680586549 50.6096444214304, 3.1015670889131095 50.6119624726285, 3.0968801744993097 50.61715325048747, 3.1205384251750603 50.61846948172088, 3.1379398906166807 50.601202907743556))",,,,,,,,
32,59,59350,Lille,4,Lille (partie française),11,Commune-centre,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.0546289259647588 50.60077367674556, 3.04904511000354 50.60080250431276, 3.0423935866286396 50.60591160318442, 3.03714632922627 50.605276878641334, 3.0288138187080498 50.609487606849534, 3.0212308388813587 50.62214303610194, 3.013121310890461 50.62558176943119, 2.9940736687584 50.62859734089679, 2.9816555133704195 50.634178083046045, 2.97173589210363 50.63364675568694, 2.9700148042483896 50.633664674986576, 2.9703923897378393 50.639498194241305, 2.9743827936255096 50.64528664302377, 2.969294239830089 50.65739195321401, 2.97072100768114 50.65810096340437, 2.9836928302749204 50.66122614935286, 3.0027387270688495 50.65235257634334, 3.028617764421509 50.63615049788903, 3.0458162907634305 50.64807174902105, 3.0595955932106595 50.65104619879362, 3.0753937268161096 50.643804244061286, 3.08353655759541 50.651552704630944, 3.0855305845917185 50.65441352557262, 3.0935717187088096 50.65138365039002, 3.1031589415260306 50.65227310194334, 3.0942719635842786 50.640488234304414, 3.1066642047739403 50.63463663247545, 3.1168142031531607 50.63645827616613, 3.121199499138569 50.63508048885826, 3.1248729688489605 50.61990195499453, 3.1205384251750603 50.61846948172088, 3.0968801744993097 50.61715325048747, 3.081064110270909 50.61509140775207, 3.07145915737588 50.606608009575844, 3.064596840084659 50.61087424782001, 3.0546289259647588 50.60077367674556))",18.9,14.1,22.03,63.6,24.3,10.699115052887,11.0814651923042,25.0
32,59,59352,Linselles,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.065825624834588 50.71940298311222, 3.0573639339641194 50.72472878419587, 3.0485281601055 50.72324307248357, 3.0350199841356384 50.7318168638645, 3.0389126150162094 50.737244115759175, 3.0477241273227302 50.73955613730288, 3.05749816950006 50.74245859411314, 3.06344549592534 50.74840527272602, 3.086906093986769 50.75506648076215, 3.104035382292089 50.742096507073434, 3.10967178274721 50.73250851221981, 3.1019344511701306 50.723623096866966, 3.0950308566035587 50.72842888000926, 3.0848956985068 50.72884955042803, 3.075495562250669 50.721121135194586, 3.065825624834588 50.71940298311222))",10.2,20.2,78.21,28.5,15.4,11.7846091486868,12.0109194410654,7.0
32,59,59356,Lompret,4,Lille (partie française),20,Commune de la couronne,4,Aire de 700 000 habitants ou plus (hors Paris),"POLYGON ((3.0027387270688495 50.65235257634334, 2.9836928302749204 50.66122614935286, 2.9792980664756192 50.67095321728111, 2.9942526792235094 50.67323450507101, 3.0106874012873392 50.65953960561558, 3.0075100671268293 50.65347341689463, 3.0027387270688495 50.65235257634334))",,,,,,,,
